"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-1",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output nb_cidd_1.csv",,,,"Date:","26 Sep 2019 06:39:23 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
26-09 06:39:23,0.146,0.076,96.222,3.554,0.0,0.003,1011843072.0,3899392.0,88997888.0,3038584832.0,10200.535,20337.559,0.0,0.0,0.102,0.423,java / 2379:1453
26-09 06:39:24,1.0,0.0,98.500,0.500,0.0,0.0,1012125696.0,3899392.0,89247744.0,3038052352.0,1048576.0,0.0,282.0,2112.0,5.0,0.0,java / 1048576:8192
26-09 06:39:25,0.500,0.500,99.0,0.0,0.0,0.0,1012383744.0,3899392.0,89153536.0,3037888512.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:39:26,0.500,0.0,99.0,0.500,0.0,0.0,1012359168.0,3899392.0,89153536.0,3037913088.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:39:27,0.505,0.0,98.485,1.010,0.0,0.0,1012350976.0,3907584.0,89153536.0,3037913088.0,1048576.0,167936.0,282.0,1396.0,4.0,3.0,java / 1048576:0
26-09 06:39:28,0.990,0.495,98.020,0.495,0.0,0.0,1012473856.0,3907584.0,89157632.0,3037786112.0,1048576.0,0.0,215.0,901.0,4.0,0.0,java / 1048576:0
26-09 06:39:29,0.498,0.498,99.005,0.0,0.0,0.0,1012203520.0,3907584.0,89247744.0,3037966336.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:39:30,0.503,0.503,98.995,0.0,0.0,0.0,1012203520.0,3907584.0,89247744.0,3037966336.0,1048576.0,0.0,282.0,1396.0,4.0,0.0,java / 1048576:0
26-09 06:39:31,0.995,0.0,97.512,1.493,0.0,0.0,1012203520.0,3907584.0,89247744.0,3037966336.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:39:32,0.503,0.0,99.497,0.0,0.0,0.0,1012011008.0,3907584.0,89292800.0,3038113792.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
