"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-9",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output nb_cidd_9.csv",,,,"Date:","26 Sep 2019 06:40:04 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
26-09 06:40:04,0.143,0.077,94.848,4.930,0.0,0.002,817123328.0,5275648.0,90136576.0,3230789632.0,10061.356,19113.324,0.0,0.0,0.101,0.420,java / 2351:1622
26-09 06:40:05,0.0,0.0,99.495,0.505,0.0,0.0,816959488.0,5275648.0,90247168.0,3230842880.0,1048576.0,0.0,239.0,1633.0,4.0,0.0,java / 1048576:0
26-09 06:40:06,0.498,0.498,97.512,1.493,0.0,0.0,816959488.0,5283840.0,90238976.0,3230842880.0,1048576.0,155648.0,215.0,893.0,4.0,2.0,java / 1048576:0
26-09 06:40:07,1.0,0.0,99.0,0.0,0.0,0.0,817713152.0,5283840.0,90247168.0,3230081024.0,1048576.0,0.0,282.0,1404.0,4.0,0.0,java / 1048576:0
26-09 06:40:08,0.0,0.0,100.0,0.0,0.0,0.0,817455104.0,5283840.0,90378240.0,3230208000.0,1179648.0,0.0,173.0,851.0,5.0,0.0,java / 1179648:0
26-09 06:40:09,1.0,0.0,99.0,0.0,0.0,0.0,817651712.0,5283840.0,90378240.0,3230011392.0,1048576.0,0.0,215.0,893.0,4.0,0.0,java / 1048576:0
26-09 06:40:10,0.0,0.503,99.497,0.0,0.0,0.0,817651712.0,5283840.0,90378240.0,3230011392.0,1048576.0,0.0,282.0,1396.0,4.0,0.0,java / 1048576:0
26-09 06:40:11,0.500,0.0,99.0,0.500,0.0,0.0,817618944.0,5283840.0,90378240.0,3230044160.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:12,0.0,0.503,98.995,0.503,0.0,0.0,817610752.0,5292032.0,90378240.0,3230044160.0,1048576.0,12288.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 06:40:13,0.498,0.498,98.507,0.498,0.0,0.0,817610752.0,5292032.0,90378240.0,3230044160.0,1048576.0,0.0,282.0,1404.0,4.0,0.0,java / 1048576:0
26-09 06:40:14,0.0,0.503,99.497,0.0,0.0,0.0,817610752.0,5292032.0,90378240.0,3230044160.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:15,0.503,0.0,99.497,0.0,0.0,0.0,817610752.0,5292032.0,90378240.0,3230044160.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:16,0.498,0.498,98.507,0.498,0.0,0.0,817610752.0,5292032.0,90378240.0,3230044160.0,1048576.0,0.0,282.0,1396.0,4.0,0.0,java / 1048576:0
26-09 06:40:17,0.503,0.0,99.497,0.0,0.0,0.0,817610752.0,5292032.0,90378240.0,3230044160.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:18,0.500,0.500,98.0,1.0,0.0,0.0,817475584.0,5300224.0,90378240.0,3230171136.0,1048576.0,12288.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 06:40:19,0.0,0.0,100.0,0.0,0.0,0.0,817856512.0,5300224.0,90378240.0,3229790208.0,1048576.0,0.0,282.0,1404.0,4.0,0.0,java / 1048576:0
26-09 06:40:20,0.500,0.500,99.0,0.0,0.0,0.0,817696768.0,5300224.0,90378240.0,3229949952.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:21,0.0,0.503,99.497,0.0,0.0,0.0,817696768.0,5300224.0,90378240.0,3229949952.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:22,0.0,0.503,99.497,0.0,0.0,0.0,817442816.0,5300224.0,90378240.0,3230203904.0,1048576.0,0.0,282.0,1396.0,4.0,0.0,java / 1048576:0
26-09 06:40:23,0.500,0.0,99.0,0.500,0.0,0.0,817823744.0,5300224.0,90378240.0,3229822976.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:4096
26-09 06:40:24,1.0,0.0,98.0,1.0,0.0,0.0,817684480.0,5308416.0,90509312.0,3229822976.0,1179648.0,16384.0,173.0,851.0,5.0,2.0,java / 1179648:0
26-09 06:40:25,1.0,0.0,99.0,0.0,0.0,0.0,817684480.0,5308416.0,90509312.0,3229822976.0,1048576.0,0.0,282.0,1404.0,4.0,0.0,java / 1048576:0
26-09 06:40:26,0.0,0.503,99.497,0.0,0.0,0.0,817684480.0,5308416.0,90509312.0,3229822976.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:27,0.995,0.0,98.507,0.498,0.0,0.0,817557504.0,5308416.0,90509312.0,3229949952.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
