"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-8",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output nb_cidd_8.csv",,,,"Date:","26 Sep 2019 06:39:58 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
26-09 06:39:58,0.201,0.082,94.988,4.726,0.0,0.003,1010954240.0,3592192.0,88338432.0,3040440320.0,11198.001,20526.093,0.0,0.0,0.111,0.423,java / 2492:1639
26-09 06:39:59,0.500,0.500,98.500,0.500,0.0,0.0,1010954240.0,3592192.0,88563712.0,3040215040.0,1048576.0,0.0,581.0,2191.0,4.0,0.0,java / 1048576:0
26-09 06:40:00,0.503,0.0,99.497,0.0,0.0,0.0,1011335168.0,3592192.0,88563712.0,3039834112.0,1048576.0,0.0,348.0,1490.0,4.0,0.0,java / 1048576:0
26-09 06:40:01,0.0,0.0,100.0,0.0,0.0,0.0,1011564544.0,3592192.0,88563712.0,3039604736.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 06:40:02,0.995,0.0,98.507,0.498,0.0,0.0,1011531776.0,3592192.0,88563712.0,3039637504.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 06:40:03,0.498,0.498,99.005,0.0,0.0,0.0,1011531776.0,3592192.0,88563712.0,3039637504.0,1048576.0,0.0,390.0,1532.0,4.0,0.0,java / 1048576:0
26-09 06:40:04,0.0,0.0,99.492,0.508,0.0,0.0,1011523584.0,3600384.0,88563712.0,3039637504.0,1048576.0,139264.0,239.0,945.0,4.0,2.0,java / 1048576:0
26-09 06:40:05,0.0,0.500,99.500,0.0,0.0,0.0,1011523584.0,3600384.0,88563712.0,3039637504.0,1048576.0,0.0,239.0,961.0,4.0,0.0,java / 1048576:0
26-09 06:40:06,0.498,0.0,99.005,0.498,0.0,0.0,1011523584.0,3600384.0,88563712.0,3039637504.0,1048576.0,0.0,348.0,1490.0,4.0,0.0,java / 1048576:0
26-09 06:40:07,0.0,0.0,100.0,0.0,0.0,0.0,1011523584.0,3600384.0,88563712.0,3039637504.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 06:40:08,0.0,0.0,100.0,0.0,0.0,0.0,1011490816.0,3600384.0,88563712.0,3039670272.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 06:40:09,0.500,0.0,98.500,1.0,0.0,0.0,1011482624.0,3608576.0,88563712.0,3039670272.0,1048576.0,45056.0,426.0,1976.0,4.0,5.0,java / 1048576:8192
26-09 06:40:10,0.503,0.0,99.497,0.0,0.0,0.0,1011482624.0,3608576.0,88563712.0,3039670272.0,1048576.0,0.0,239.0,969.0,4.0,0.0,java / 1048576:0
26-09 06:40:11,0.0,0.503,99.497,0.0,0.0,0.0,1011298304.0,3608576.0,88621056.0,3039797248.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 06:40:12,0.500,0.0,99.500,0.0,0.0,0.0,1011548160.0,3608576.0,88752128.0,3039416320.0,1179648.0,0.0,348.0,1490.0,5.0,0.0,java / 1179648:8192
26-09 06:40:13,0.0,0.505,99.495,0.0,0.0,0.0,1011421184.0,3608576.0,88752128.0,3039543296.0,1048576.0,0.0,239.0,953.0,4.0,0.0,java / 1048576:0
26-09 06:40:14,0.500,0.0,98.500,1.0,0.0,0.0,1011515392.0,3616768.0,88489984.0,3039703040.0,786432.0,20480.0,239.0,945.0,3.0,2.0,java / 786432:0
26-09 06:40:15,0.503,0.0,99.497,0.0,0.0,0.0,1011621888.0,3616768.0,88383488.0,3039703040.0,1048576.0,0.0,348.0,1506.0,4.0,0.0,java / 1048576:0
26-09 06:40:16,0.500,0.500,98.500,0.500,0.0,0.0,1011572736.0,3616768.0,88432640.0,3039703040.0,1048576.0,0.0,317.0,1431.0,4.0,0.0,java / 1048576:0
26-09 06:40:17,0.500,0.0,98.500,1.0,0.0,0.0,1011572736.0,3616768.0,88432640.0,3039703040.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 06:40:18,0.503,0.0,99.497,0.0,0.0,0.0,1011572736.0,3616768.0,88432640.0,3039703040.0,1048576.0,0.0,426.0,1976.0,4.0,0.0,java / 1048576:0
26-09 06:40:19,1.0,0.0,98.500,0.500,0.0,0.0,1011564544.0,3624960.0,88432640.0,3039703040.0,1048576.0,147456.0,239.0,945.0,4.0,27.0,java / 1048576:0
26-09 06:40:20,0.0,0.0,100.0,0.0,0.0,0.0,1011548160.0,3624960.0,88432640.0,3039719424.0,1048576.0,0.0,239.0,961.0,4.0,0.0,java / 1048576:0
26-09 06:40:21,0.500,0.0,98.500,1.0,0.0,0.0,1011548160.0,3624960.0,88432640.0,3039719424.0,1048576.0,0.0,450.0,1556.0,4.0,0.0,java / 1048576:0
26-09 06:40:22,0.500,0.500,99.0,0.0,0.0,0.0,1011548160.0,3624960.0,88432640.0,3039719424.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:23,0.0,0.503,99.497,0.0,0.0,0.0,1011544064.0,3624960.0,88436736.0,3039719424.0,1048576.0,0.0,317.0,1431.0,4.0,0.0,java / 1048576:0
26-09 06:40:24,0.0,0.0,98.995,1.005,0.0,0.0,1011544064.0,3633152.0,88428544.0,3039719424.0,1048576.0,12288.0,282.0,1396.0,4.0,2.0,java / 1048576:0
26-09 06:40:25,0.0,0.505,99.495,0.0,0.0,0.0,1011535872.0,3633152.0,88436736.0,3039719424.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 06:40:26,0.0,0.0,99.500,0.500,0.0,0.0,1011503104.0,3633152.0,88436736.0,3039752192.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 06:40:27,0.500,0.500,99.0,0.0,0.0,0.0,1011511296.0,3633152.0,88526848.0,3039653888.0,1048576.0,0.0,324.0,1438.0,4.0,0.0,java / 1048576:0
26-09 06:40:28,0.0,0.0,100.0,0.0,0.0,0.0,1011560448.0,3633152.0,88580096.0,3039551488.0,1069056.0,0.0,173.0,851.0,5.0,0.0,java / 1069056:0
26-09 06:40:29,0.500,0.0,98.0,1.500,0.0,0.0,1011408896.0,3633152.0,88539136.0,3039744000.0,1048576.0,8192.0,173.0,851.0,4.0,1.0,java / 1048576:0
26-09 06:40:30,0.0,0.503,98.492,1.005,0.0,0.0,1011400704.0,3641344.0,88539136.0,3039744000.0,1048576.0,20480.0,426.0,2008.0,4.0,2.0,java / 1048576:0
26-09 06:40:31,0.0,0.0,100.0,0.0,0.0,0.0,1011363840.0,3641344.0,88588288.0,3039731712.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 06:40:32,0.503,0.0,99.497,0.0,0.0,0.0,1011556352.0,3641344.0,88535040.0,3039592448.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:33,0.0,0.505,98.990,0.505,0.0,0.0,1011507200.0,3641344.0,88444928.0,3039731712.0,1048576.0,0.0,282.0,1396.0,4.0,0.0,java / 1048576:0
26-09 06:40:34,0.498,0.0,99.005,0.498,0.0,0.0,1011474432.0,3641344.0,88444928.0,3039764480.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:35,0.503,0.0,98.995,0.503,0.0,0.0,1011552256.0,3649536.0,88436736.0,3039686656.0,1048576.0,12288.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 06:40:36,0.0,0.503,98.995,0.503,0.0,0.0,1011466240.0,3649536.0,88444928.0,3039764480.0,1048576.0,0.0,282.0,1404.0,4.0,0.0,java / 1048576:4096
26-09 06:40:37,1.0,0.0,99.0,0.0,0.0,0.0,1011544064.0,3649536.0,88444928.0,3039686656.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:38,0.500,0.0,99.0,0.500,0.0,0.0,1011466240.0,3649536.0,88444928.0,3039764480.0,1048576.0,0.0,173.0,851.0,5.0,0.0,java / 1048576:0
26-09 06:40:39,0.503,0.0,99.497,0.0,0.0,0.0,1011544064.0,3649536.0,88444928.0,3039686656.0,1048576.0,32768.0,282.0,1396.0,4.0,3.0,java / 1048576:8192
26-09 06:40:40,0.503,0.503,98.995,0.0,0.0,0.0,1011466240.0,3649536.0,88444928.0,3039764480.0,1048576.0,0.0,173.0,933.0,4.0,0.0,java / 1048576:8192
26-09 06:40:41,0.503,0.0,97.990,1.508,0.0,0.0,1011699712.0,3657728.0,88444928.0,3039522816.0,1048576.0,20480.0,569.0,2101.0,4.0,2.0,java / 1048576:0
26-09 06:40:42,0.0,0.503,99.497,0.0,0.0,0.0,1011621888.0,3657728.0,88444928.0,3039600640.0,1048576.0,0.0,348.0,1506.0,4.0,0.0,java / 1048576:4096
26-09 06:40:43,0.500,0.500,99.0,0.0,0.0,0.0,1011961856.0,3657728.0,88182784.0,3039522816.0,786432.0,0.0,173.0,851.0,3.0,0.0,java / 786432:0
26-09 06:40:44,0.0,0.0,99.500,0.500,0.0,0.0,1011396608.0,3657728.0,88289280.0,3039981568.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:45,0.0,0.503,99.497,0.0,0.0,0.0,1011789824.0,3657728.0,88276992.0,3039600640.0,1048576.0,0.0,348.0,1490.0,4.0,0.0,java / 1048576:0
26-09 06:40:46,0.500,0.500,96.500,2.500,0.0,0.0,1011466240.0,3665920.0,88256512.0,3039936512.0,1069056.0,16384.0,173.0,851.0,10.0,2.0,java / 1069056:0
