"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-7",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output nb_cidd_7.csv",,,,"Date:","26 Sep 2019 06:39:53 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
26-09 06:39:53,0.193,0.077,94.984,4.742,0.0,0.003,1009115136.0,3420160.0,87851008.0,3042938880.0,11313.830,19744.821,0.0,0.0,0.105,0.412,java / 2399:1639
26-09 06:39:54,1.0,0.500,97.500,1.0,0.0,0.0,1009270784.0,3420160.0,87998464.0,3042635776.0,1048576.0,0.0,426.0,2329.0,4.0,0.0,java / 1048576:0
26-09 06:39:55,0.500,0.500,99.0,0.0,0.0,0.0,1009270784.0,3420160.0,87998464.0,3042635776.0,1048576.0,0.0,317.0,1431.0,4.0,0.0,java / 1048576:0
26-09 06:39:56,1.0,0.0,99.0,0.0,0.0,0.0,1009266688.0,3420160.0,88129536.0,3042508800.0,1179648.0,0.0,215.0,917.0,5.0,0.0,java / 1179648:0
26-09 06:39:57,0.500,0.500,97.500,1.500,0.0,0.0,1009266688.0,3428352.0,88121344.0,3042508800.0,1048576.0,139264.0,426.0,1953.0,4.0,2.0,java / 1048576:0
26-09 06:39:58,0.498,0.498,99.005,0.0,0.0,0.0,1009160192.0,3428352.0,88129536.0,3042607104.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 06:39:59,0.500,0.0,99.0,0.500,0.0,0.0,1009160192.0,3428352.0,88129536.0,3042607104.0,1048576.0,0.0,251.0,1345.0,4.0,0.0,java / 1048576:0
26-09 06:40:00,0.503,0.0,99.497,0.0,0.0,0.0,1009160192.0,3428352.0,88129536.0,3042607104.0,1048576.0,0.0,282.0,1397.0,4.0,0.0,java / 1048576:0
26-09 06:40:01,0.498,0.995,97.512,0.995,0.0,0.0,1009127424.0,3428352.0,88129536.0,3042639872.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:02,0.0,0.500,99.0,0.500,0.0,0.0,1009127424.0,3428352.0,88129536.0,3042639872.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:03,0.503,0.503,98.492,0.503,0.0,0.0,1009119232.0,3436544.0,88129536.0,3042639872.0,1048576.0,45056.0,348.0,1491.0,4.0,5.0,java / 1048576:16384
26-09 06:40:04,0.503,0.0,99.497,0.0,0.0,0.0,1008865280.0,3436544.0,88129536.0,3042893824.0,1048576.0,0.0,173.0,867.0,4.0,0.0,java / 1048576:0
26-09 06:40:05,1.047,0.524,95.288,3.141,0.0,0.0,1009246208.0,3436544.0,88129536.0,3042512896.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:06,0.0,2.010,91.960,6.030,0.0,0.0,1010069504.0,3743744.0,89481216.0,3040030720.0,1740800.0,0.0,672.0,1463.0,104.0,0.0,java / 1048576:0
26-09 06:40:07,0.995,0.498,98.010,0.498,0.0,0.0,1009393664.0,3751936.0,89571328.0,3040608256.0,1056768.0,32768.0,173.0,1127.0,6.0,3.0,java / 1048576:0
26-09 06:40:08,0.500,0.500,99.0,0.0,0.0,0.0,1009139712.0,3751936.0,89571328.0,3040862208.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 06:40:09,0.498,0.498,98.507,0.498,0.0,0.0,1009106944.0,3751936.0,89571328.0,3040894976.0,1048576.0,0.0,384.0,1463.0,4.0,0.0,java / 1048576:0
26-09 06:40:10,0.500,0.500,99.0,0.0,0.0,0.0,1009303552.0,3751936.0,89571328.0,3040698368.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:11,0.503,0.0,99.497,0.0,0.0,0.0,1009303552.0,3751936.0,89571328.0,3040698368.0,1048576.0,0.0,215.0,917.0,4.0,0.0,java / 1048576:0
26-09 06:40:12,0.0,0.500,98.500,1.0,0.0,0.0,1009295360.0,3760128.0,89571328.0,3040698368.0,1048576.0,16384.0,282.0,1373.0,4.0,2.0,java / 1048576:0
26-09 06:40:13,0.500,0.500,98.0,1.0,0.0,0.0,1009291264.0,3760128.0,89702400.0,3040571392.0,1179648.0,143360.0,173.0,859.0,5.0,29.0,java / 1179648:0
26-09 06:40:14,0.0,1.0,99.0,0.0,0.0,0.0,1009291264.0,3760128.0,89702400.0,3040571392.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 06:40:15,0.500,0.500,98.500,0.500,0.0,0.0,1009291264.0,3760128.0,89702400.0,3040571392.0,1048576.0,0.0,282.0,1397.0,4.0,0.0,java / 1048576:0
26-09 06:40:16,0.990,0.495,98.515,0.0,0.0,0.0,1009037312.0,3760128.0,89702400.0,3040825344.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 06:40:17,0.503,0.0,98.995,0.503,0.0,0.0,1009258496.0,3760128.0,89702400.0,3040604160.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 06:40:18,0.990,0.495,97.525,0.990,0.0,0.0,1009246208.0,3768320.0,89706496.0,3040604160.0,1048576.0,12288.0,282.0,1397.0,4.0,2.0,java / 1048576:0
26-09 06:40:19,0.503,0.0,99.497,0.0,0.0,0.0,1009246208.0,3768320.0,89706496.0,3040604160.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
