,0.618809955,,,,,,1785672866,,,,6499.959276,33832.56561,,94793.94669
system,total cpu usage,,,,,,memory usage,,,,net/total,,dsk/total,
date/time,usr,sys,idl,wai,hiq,siq,used,buff,cach,free,recv,send,read,writ
2019/10/16 22:03,0.253,0.231,99.414,0.098,0,0.003,1730314240,91770880,3326455808,3241381888,0,0,1559.801,35286.218
2019/10/16 22:03,0.499,0.748,98.753,0,0,0,1730736128,91770880,3326480384,3240935424,2050,1446,0,0
2019/10/16 22:03,0.503,0.251,99.246,0,0,0,1730686976,91770880,3326480384,3240984576,6327,4648,0,0
2019/10/16 22:03,0.501,0.501,98.997,0,0,0,1727639552,91770880,3326480384,3244032000,6715,3287,0,49152
2019/10/16 22:03,0.503,0.251,99.246,0,0,0,1727762432,91770880,3326484480,3243905024,3390,1859,0,0
2019/10/16 22:03,0.756,0,98.992,0.252,0,0,1727778816,91770880,3326484480,3243888640,6967,7959,0,98304
2019/10/16 22:03,0.251,0.251,99.497,0,0,0,1727778816,91770880,3326484480,3243888640,3319,1758,0,0
2019/10/16 22:03,0.251,0.251,99.499,0,0,0,1727778816,91770880,3326484480,3243888640,3130,1742,0,0
2019/10/16 22:03,0.251,0.251,99.497,0,0,0,1727778816,91770880,3326484480,3243888640,5041,5990,0,0
2019/10/16 22:03,0.251,0.251,99.499,0,0,0,1727778816,91770880,3326484480,3243888640,3129,1745,0,0
2019/10/16 22:03,0.251,0.251,99.499,0,0,0,1727778816,91770880,3326484480,3243888640,3328,1943,0,0
2019/10/16 22:03,0.5,0.25,99,0.25,0,0,1727737856,91770880,3326484480,3243929600,5549,2997,0,49152
2019/10/16 22:03,0.501,0.501,98.997,0,0,0,1727737856,91770880,3326484480,3243929600,3919,2187,0,0
2019/10/16 22:03,0.501,0.251,99.248,0,0,0,1727729664,91770880,3326492672,3243929600,5537,6765,0,0
2019/10/16 22:03,0.251,0.251,99.497,0,0,0,1727729664,91770880,3326492672,3243929600,3692,1873,0,0
