,0.633642534,,,,,,1789173019,,,,34257.22172,33781.04072,,99354.53039
system,total cpu usage,,,,,,memory usage,,,,net/total,,dsk/total,
date/time,usr,sys,idl,wai,hiq,siq,used,buff,cach,free,recv,send,read,writ
2019/10/17 1:11,0.258,0.232,99.408,0.099,0,0.003,1733013504,91787264,3345956864,3219165184,0,0,1539.377,35559.216
2019/10/17 1:11,0.251,0.251,99.499,0,0,0,1733160960,91787264,3345960960,3219013632,2576,1813,0,0
2019/10/17 1:11,0.503,0.251,99.246,0,0,0,1730875392,91787264,3345960960,3221299200,4658,4056,0,0
2019/10/17 1:11,0.504,0.252,98.489,0.756,0,0,1730875392,91787264,3345960960,3221299200,7813,3512,0,417792
2019/10/17 1:11,0.752,0.251,98.997,0,0,0,1731014656,91787264,3345965056,3221155840,3389,1850,0,8192
2019/10/17 1:11,0.752,0.251,98.997,0,0,0,1731014656,91787264,3345965056,3221155840,5879,7759,0,0
2019/10/17 1:11,0.251,0.251,99.497,0,0,0,1731010560,91787264,3345969152,3221155840,4408,1958,0,0
2019/10/17 1:11,0.501,0.251,99.248,0,0,0,1731010560,91787264,3345969152,3221155840,3129,1742,0,0
2019/10/17 1:11,0.503,0.251,98.744,0.503,0,0,1731010560,91787264,3345969152,3221155840,3953,5774,0,40960
2019/10/17 1:11,0.501,0.251,99.248,0,0,0,1731010560,91787264,3345969152,3221155840,4218,1977,0,16384
2019/10/17 1:11,0.501,0.251,99.248,0,0,0,1730850816,91787264,3345969152,3221315584,3327,1959,0,0
2019/10/17 1:11,0.752,0.501,98.747,0,0,0,1730850816,91787264,3345969152,3221315584,3805,2682,0,16384
2019/10/17 1:11,0.504,0,99.496,0,0,0,1730850816,91787264,3345969152,3221315584,6196,2453,0,0
2019/10/17 1:11,0.252,0.252,99.244,0.252,0,0,1730846720,91787264,3345973248,3221315584,5010,6815,0,65536
2019/10/17 1:11,0.501,0.251,99.248,0,0,0,1730830336,91787264,3345973248,3221331968,2604,1673,0,40960
