cpu,memory,net recv,net send,disk read,disk writ,time
0.3336666666666666,744710144.0,165.0,739.6666666666666,0.0,0.0,17-10 12:47:28
0.6676666666666667,744699221.3333334,319.0,1349.0,0.0,0.0,17-10 12:47:29
0.166,744693760.0,165.0,761.0,0.0,32768.0,17-10 12:47:30
0.496,744676010.6666666,165.0,794.3333333333334,1365.3333333333333,23210.666666666668,17-10 12:47:31
0.16666666666666666,744741546.6666666,439.0,1534.3333333333333,0.0,0.0,17-10 12:47:32
0.8250000000000001,744783872.0,6395403.333333333,17351.333333333332,45056.0,0.0,17-10 12:47:33
3.1189999999999998,745948501.3333334,48103270.333333336,104816.66666666667,49152.0,0.0,17-10 12:47:34
0.3353333333333333,745984000.0,89828.0,2050.6666666666665,1365.3333333333333,4096.0,17-10 12:47:35
1.0153333333333334,745787392.0,40370.333333333336,37682327.333333336,0.0,30037.333333333332,17-10 12:47:36
0.8383333333333333,745820160.0,16818.666666666668,16830308.666666668,0.0,0.0,17-10 12:47:37
0.33433333333333337,745814698.6666666,496.0,4766.0,0.0,0.0,17-10 12:47:38
0.16666666666666666,745814698.6666666,183.0,979.0,0.0,0.0,17-10 12:47:39
0.33433333333333337,745771008.0,179.0,753.6666666666666,0.0,29122560.0,17-10 12:47:40
0.3333333333333333,745765546.6666666,297.0,1332.3333333333333,0.0,25941.333333333332,17-10 12:47:41
0.33433333333333337,745743701.3333334,187.0,745.0,0.0,0.0,17-10 12:47:42
0.166,745743701.3333334,187.0,734.3333333333334,0.0,0.0,17-10 12:47:43
8.217666666666666,750559232.0,19006305.333333332,32961093.333333332,742741.3333333334,77824.0,17-10 12:47:44
24.747333333333334,752783360.0,90052035.66666667,75990076.0,2730.6666666666665,30313130.666666668,17-10 12:47:45
16.483,770143573.3333334,188392.0,188459.0,10446165.333333334,72869205.33333333,17-10 12:47:46
27.275333333333332,804552704.0,407.0,1490.0,19208874.666666668,0.0,17-10 12:47:47
41.07066666666666,822835882.6666666,165.0,2131.3333333333335,13329749.333333334,0.0,17-10 12:47:48
63.47066666666666,901264725.3333334,3449.0,3075.6666666666665,3730090.6666666665,0.0,17-10 12:47:49
35.077666666666666,943407104.0,2152.0,6222.666666666667,1477290.6666666667,178858.66666666666,17-10 12:47:50
0.5843333333333334,943711573.3333334,297.0,1005.6666666666666,0.0,95546026.66666667,17-10 12:47:51
1.034,943514965.3333334,165.0,845.0,0.0,45992618.666666664,17-10 12:47:52
0.5013333333333333,943497216.0,289.0,1444.3333333333333,0.0,0.0,17-10 12:47:53
16.584666666666667,949353130.6666666,5719.0,2022.0,733184.0,20480.0,17-10 12:47:54
24.334333333333333,971886592.0,15836.666666666666,1568.0,1321642.6666666667,64170.666666666664,17-10 12:47:55
11.443666666666667,988246016.0,447.0,1572.3333333333333,974848.0,21845.333333333332,17-10 12:47:56
2.8459999999999996,988932778.6666666,102993.33333333333,1552.0,87381.33333333333,0.0,17-10 12:47:57
14.325000000000001,996020224.0,7079.0,4354.0,386389.3333333333,20480.0,17-10 12:47:58
25.69966666666667,1016735061.3333334,15994.666666666666,2056.6666666666665,856064.0,0.0,17-10 12:47:59
16.917,1034720597.3333334,718.0,1427.6666666666667,1866410.6666666667,0.0,17-10 12:48:00
13.326,1035789653.3333334,117553.0,8699.666666666666,1549653.3333333333,34133.333333333336,17-10 12:48:01
1.4976666666666667,1037088085.3333334,2435.6666666666665,4625.0,8192.0,0.0,17-10 12:48:02
17.503333333333334,1039899306.6666666,17512.0,2877.0,114688.0,0.0,17-10 12:48:03
12.060333333333334,1045181781.3333334,97578.0,8651.666666666666,0.0,0.0,17-10 12:48:04
15.992666666666667,1050006869.3333334,141219.0,3637.6666666666665,30037.333333333332,0.0,17-10 12:48:05
30.572333333333333,1069634901.3333334,61694.666666666664,12565.333333333334,288085.3333333333,64170.666666666664,17-10 12:48:06
77.88966666666666,1117474816.0,557.6666666666666,13813.0,615765.3333333334,21845.333333333332,17-10 12:48:07
85.86166666666666,1153110016.0,962081.3333333334,20636.666666666668,32768.0,0.0,17-10 12:48:08
67.89366666666668,1249725098.6666667,1645186.6666666667,21175.666666666668,614400.0,0.0,17-10 12:48:09
74.299,1292745386.6666667,2754592.0,5602.333333333333,1764010.6666666667,0.0,17-10 12:48:10
64.19666666666667,1320882176.0,3835656.3333333335,8254.333333333334,6826.666666666667,17749.333333333332,17-10 12:48:11
61.5,1367606613.3333333,4272846.333333333,8391.0,0.0,16384.0,17-10 12:48:12
66.11866666666667,1390145536.0,4105384.6666666665,10664.333333333334,0.0,15018.666666666666,17-10 12:48:13
55.523666666666664,1393202517.3333333,4881109.333333333,9518.333333333334,0.0,0.0,17-10 12:48:14
52.263000000000005,1402180949.3333333,4862822.666666667,9003.666666666666,0.0,0.0,17-10 12:48:15
50.58133333333333,1405669376.0,5008394.333333333,8791.666666666666,0.0,1667072.0,17-10 12:48:16
51.17433333333333,1414560426.6666667,5088987.333333333,11221.666666666666,0.0,1227434.6666666667,17-10 12:48:17
49.41533333333333,1422034261.3333333,4955405.333333333,8931.0,2730.6666666666665,20480.0,17-10 12:48:18
51.752,1428807680.0,4686674.333333333,9670.0,0.0,38229.333333333336,17-10 12:48:19
50.166666666666664,1434023253.3333333,5049659.0,9918.333333333334,0.0,0.0,17-10 12:48:20
51.25966666666667,1442994858.6666667,4982112.333333333,8223.666666666666,0.0,191146.66666666666,17-10 12:48:21
51.17066666666667,1452882602.6666667,4811550.0,1589913.6666666667,2108074.6666666665,135168.0,17-10 12:48:22
50.74633333333333,1454276608.0,5046386.666666667,1646607.6666666667,1616554.6666666667,23210.666666666668,17-10 12:48:23
50.252,1459889493.3333333,5068929.0,1725150.0,1676629.3333333333,9557.333333333334,17-10 12:48:24
50.91866666666667,1467230890.6666667,5076668.333333333,1616726.3333333333,1589248.0,0.0,17-10 12:48:25
52.992999999999995,1476399104.0,4872595.0,1686992.0,1660245.3333333333,0.0,17-10 12:48:26
50.75533333333333,1479899818.6666667,4909125.0,1673146.6666666667,1660245.3333333333,9557.333333333334,17-10 12:48:27
51.504999999999995,1483627178.6666667,4989075.666666667,1626679.3333333333,1572864.0,5461.333333333333,17-10 12:48:28
50.166666666666664,1490305024.0,5065489.666666667,1263700.0,841045.3333333334,0.0,17-10 12:48:29
71.86999999999999,1531284138.6666667,2065506.0,4295.333333333333,16384.0,4096.0,17-10 12:48:30
32.57233333333333,1531450709.3333333,1607650.3333333333,10343.666666666666,0.0,1365.3333333333333,17-10 12:48:31
18.258666666666667,1532684970.6666667,1568462.3333333333,4502.333333333333,0.0,15018.666666666666,17-10 12:48:32
18.41966666666667,1535406080.0,1565247.0,5742.666666666667,0.0,15018.666666666666,17-10 12:48:33
27.666666666666668,1576064341.3333333,319.6666666666667,1086.3333333333333,8192.0,0.0,17-10 12:48:34
24.790666666666667,1576914944.0,65444.666666666664,11917.0,0.0,0.0,17-10 12:48:35
52.16233333333334,1587746133.3333333,130975.0,37476.666666666664,159744.0,20480.0,17-10 12:48:36
45.691,1605203285.3333333,2564991.0,10975.0,0.0,0.0,17-10 12:48:37
52.166666666666664,1601325738.6666667,5251558.333333333,9963.666666666666,0.0,53248.0,17-10 12:48:38
52.573,1600663552.0,5097403.666666667,10678.0,0.0,0.0,17-10 12:48:39
51.57966666666667,1602028885.3333333,4923450.666666667,9495.666666666666,0.0,0.0,17-10 12:48:40
50.669999999999995,1602677418.6666667,5408333.333333333,10551.0,0.0,80554.66666666667,17-10 12:48:41
50.582,1604052309.3333333,5283502.0,9783.0,0.0,0.0,17-10 12:48:42
50.917,1606217728.0,5146948.333333333,11709.666666666666,0.0,34133.333333333336,17-10 12:48:43
50.417,1609151829.3333333,5040927.666666667,10101.0,0.0,0.0,17-10 12:48:44
50.835,1610122581.3333333,5021887.666666667,9905.666666666666,0.0,0.0,17-10 12:48:45
51.25866666666667,1612335786.6666667,4804524.666666667,9515.666666666666,0.0,20480.0,17-10 12:48:46
