,1.237318907,,,,,,,103827.5353,1960239431,,,,7633.316629,30514.67882
system,total cpu usage,,,,,,dsk/total,,memory usage,,,,net/total,
date/time,usr,sys,idl,wai,hiq,siq,read,writ,used,buff,cach,free,recv,send
2019/10/10 1:38,10.777,2.506,86.466,0,0,0.251,0,0,1595604992,90726400,2413522944,4290068480,2114,1035
2019/10/10 1:38,39.95,3.769,56.281,0,0,0,0,16384,1679241216,90726400,2413584384,4206370816,1522,1190
2019/10/10 1:38,30.151,2.513,66.834,0.251,0,0.251,0,172032,1720176640,90726400,2413584384,4165435392,18358,650885
2019/10/10 1:38,2,0.5,97.5,0,0,0,0,0,1721167872,90726400,2413600768,4164427776,5847,12640
2019/10/10 1:38,0.503,0.251,97.739,1.508,0,0,0,368640,1721167872,90726400,2413600768,4164427776,1452,743
2019/10/10 1:38,0.503,0,99.497,0,0,0,0,0,1721167872,90726400,2413600768,4164427776,6869,4752
2019/10/10 1:38,0.503,0.503,98.995,0,0,0,0,65536,1721040896,90726400,2413600768,4164554752,4567,2227
2019/10/10 1:38,0.75,0.25,98.75,0.25,0,0,0,8192,1721053184,90726400,2413604864,4164538368,5121,2822
2019/10/10 1:38,1.005,0.251,98.744,0,0,0,0,0,1721040896,90726400,2413608960,4164546560,11039,16421
2019/10/10 1:38,0.251,0.251,99.248,0.251,0,0,0,32768,1721008128,90726400,2413625344,4164562944,3733,1758
2019/10/10 1:38,0.501,0.251,99.248,0,0,0,0,0,1720999936,90726400,2413625344,4164571136,2886,1650
2019/10/10 1:38,0.251,0.251,99.497,0,0,0,0,16384,1720999936,90726400,2413625344,4164571136,4517,1961
2019/10/10 1:38,0.501,0.251,99.248,0,0,0,0,0,1720999936,90726400,2413625344,4164571136,6166,14149
2019/10/10 1:38,0.5,0.5,99,0,0,0,0,0,1720950784,90726400,2413625344,4164620288,3084,8838
2019/10/10 1:38,0.754,0,98.995,0.251,0,0,0,57344,1720950784,90726400,2413625344,4164620288,9938,25099
2019/10/10 1:38,0.5,0.5,99,0,0,0,0,0,1720950784,90726400,2413625344,4164620288,4415,8962
2019/10/10 1:38,0.756,0.252,98.992,0,0,0,0,8192,1720946688,90726400,2413629440,4164620288,8650,12553
2019/10/10 1:38,0.501,0.251,99.248,0,0,0,0,0,1721065472,90726400,2413629440,4164501504,6853,31238
2019/10/10 1:38,0.501,0.251,99.248,0,0,0,0,0,1721057280,90726400,2413637632,4164501504,4012,2378
2019/10/10 1:38,0,0.252,99.748,0,0,0,0,0,1721053184,90726400,2413641728,4164501504,2848,1684
2019/10/10 1:38,0.499,0.499,98.504,0.249,0,0.249,0,65536,1721053184,90726400,2413641728,4164501504,6445,2527
2019/10/10 1:38,0.754,6.533,92.211,0.503,0,0,0,434176,1722814464,90726400,2413645824,4162736128,7869,5771
2019/10/10 1:38,0.503,0.251,99.246,0,0,0,0,0,1722830848,90726400,2413654016,4162711552,3047,2288
2019/10/10 1:38,0.251,0.251,99.497,0,0,0,0,0,1722826752,90726400,2413658112,4162711552,4421,2327
2019/10/10 1:38,0.5,0.25,99.25,0,0,0,0,0,1722826752,90726400,2413658112,4162711552,3778,2165
2019/10/10 1:38,0.5,0.5,99,0,0,0,0,0,1722826752,90726400,2413658112,4162711552,3774,2378
2019/10/10 1:38,0.501,0.251,98.496,0.752,0,0,0,139264,1722802176,90726400,2413658112,4162736128,7353,3053
2019/10/10 1:38,0.503,0.251,99.246,0,0,0,0,0,1722802176,90726400,2413658112,4162736128,5808,2822
2019/10/10 1:38,0.252,0,99.748,0,0,0,0,0,1722781696,90726400,2413670400,4162744320,3708,2577
2019/10/10 1:38,0.75,0.5,98.75,0,0,0,0,0,1722748928,90726400,2413670400,4162777088,4685,2267
2019/10/10 1:39,0.503,0.251,99.246,0,0,0,0,0,1722732544,90726400,2413670400,4162793472,4007,2591
2019/10/10 1:39,0.252,0.252,99.496,0,0,0,0,10641408,1722699776,90726400,2413670400,4162826240,2587,1637
2019/10/10 1:39,0.503,0.503,95.477,3.518,0,0,0,180224,1722810368,90726400,2413670400,4162715648,4583,2287
2019/10/10 1:39,0.503,0.251,99.246,0,0,0,0,8192,1723883520,90726400,2413670400,4161642496,4145,2588
2019/10/10 1:39,0.251,0.251,99.499,0,0,0,0,0,1723756544,90726400,2413670400,4161769472,2590,1653
2019/10/10 1:39,0.501,0.251,99.248,0,0,0,0,0,1723883520,90726400,2413670400,4161642496,4221,1961
2019/10/10 1:39,0.501,0,99.499,0,0,0,0,180224,1723883520,90726400,2413670400,4161642496,4003,2509
