,0.713607046,,,,,,,62871.93496,1796116258,,,,8985.143631,19337.02981
system,total cpu usage,,,,,,dsk/total,,memory usage,,,,net/total,
date/time,usr,sys,idl,wai,hiq,siq,read,writ,used,buff,cach,free,recv,send
2019/10/10 2:46,41.855,3.258,54.887,0,0,0,0,0,1720541184,90808320,2423848960,4154724352,2066,1407
2019/10/10 2:46,28.643,2.01,68.844,0.251,0,0.251,0,548864,1742049280,90808320,2423853056,4133212160,18038,652362
2019/10/10 2:46,0.752,0.251,98.997,0,0,0,0,16384,1741889536,90808320,2423869440,4133355520,6784,12262
2019/10/10 2:46,0.25,0.25,99.5,0,0,0,0,0,1741889536,90808320,2423869440,4133355520,1996,934
2019/10/10 2:46,0.5,0.25,99.25,0,0,0,0,0,1740873728,90808320,2423869440,4134371328,4658,4054
2019/10/10 2:46,0.754,0,99.246,0,0,0,0,40960,1740992512,90808320,2423869440,4134252544,9356,4544
2019/10/10 2:46,0.752,0.251,98.496,0.501,0,0,0,57344,1741131776,90808320,2423873536,4134109184,3005,1897
2019/10/10 2:46,0.752,0.251,98.997,0,0,0,0,8192,1741107200,90808320,2423889920,4134117376,10743,19871
2019/10/10 2:46,0.5,0.25,99.25,0,0,0,0,0,1741078528,90808320,2423894016,4134141952,4754,1974
2019/10/10 2:46,0.251,0.251,99.497,0,0,0,0,0,1741078528,90808320,2423894016,4134141952,4464,4312
2019/10/10 2:46,0.503,0.251,99.246,0,0,0,0,0,1741078528,90808320,2423894016,4134141952,3220,8762
2019/10/10 2:46,0.251,0.251,99.499,0,0,0,0,16384,1741062144,90808320,2423894016,4134158336,6855,3203
2019/10/10 2:46,0.5,0.25,98.75,0.5,0,0,0,114688,1741025280,90808320,2423898112,4134191104,4383,2171
2019/10/10 2:46,0.503,0,99.497,0,0,0,0,0,1741025280,90808320,2423898112,4134191104,2902,2246
2019/10/10 2:46,0.499,0.499,99.002,0,0,0,0,0,1740894208,90808320,2423902208,4134318080,9501,14641
2019/10/10 2:46,0.752,0,99.248,0,0,0,0,0,1740902400,90808320,2423902208,4134309888,8604,45303
2019/10/10 2:46,0.501,0.251,99.248,0,0,0,0,0,1740886016,90808320,2423902208,4134326272,3690,22987
2019/10/10 2:46,0.252,0.252,99.244,0.252,0,0,0,499712,1741012992,90808320,2423902208,4134199296,5225,2346
2019/10/10 2:46,0.251,0.251,99.499,0,0,0,0,0,1741012992,90808320,2423902208,4134199296,3430,1760
2019/10/10 2:46,0.752,0.251,98.997,0,0,0,0,0,1741012992,90808320,2423902208,4134199296,2886,1637
2019/10/10 2:46,0.251,0.251,99.497,0,0,0,0,0,1741012992,90808320,2423902208,4134199296,4517,1962
2019/10/10 2:47,1.003,0.251,98.496,0.251,0,0,0,57344,1741012992,90808320,2423902208,4134199296,6454,3812
2019/10/10 2:47,0.501,0.251,99.248,0,0,0,0,106496,1741066240,90808320,2423906304,4134141952,2952,2720
2019/10/10 2:47,0.5,0.5,98.75,0.25,0,0,0,73728,1741066240,90808320,2423906304,4134141952,6285,2498
2019/10/10 2:47,0.503,0,99.497,0,0,0,0,0,1741058048,90808320,2423914496,4134141952,6697,2989
2019/10/10 2:47,0.501,0.251,99.248,0,0,0,0,0,1741058048,90808320,2423914496,4134141952,6026,3967
2019/10/10 2:47,0.501,0.251,99.248,0,0,0,0,0,1741049856,90808320,2423922688,4134141952,7561,3904
2019/10/10 2:47,0.752,0,99.248,0,0,0,0,0,1741041664,90808320,2423930880,4134141952,3834,2219
2019/10/10 2:47,0.5,0.25,99.25,0,0,0,0,0,1741037568,90808320,2423934976,4134141952,2641,2072
2019/10/10 2:47,0.503,0.251,97.487,1.759,0,0,0,57344,1741037568,90808320,2423934976,4134141952,4272,2279
2019/10/10 2:47,0.251,0.251,99.499,0,0,0,0,0,1741037568,90808320,2423934976,4134141952,3131,1847
2019/10/10 2:47,0.251,0,99.749,0,0,0,0,0,1741037568,90808320,2423934976,4134141952,2588,1637
2019/10/10 2:47,0.252,0.252,99.496,0,0,0,0,10665984,1740894208,90808320,2423934976,4134285312,4275,2112
2019/10/10 2:47,0.499,0.499,99.002,0,0,0,0,0,1741021184,90808320,2423934976,4134158336,3134,1760
2019/10/10 2:47,0.5,0.25,99.25,0,0,0,0,0,1741021184,90808320,2423934976,4134158336,2722,1703
2019/10/10 2:47,0.252,0.252,89.421,10.076,0,0,0,196608,1741021184,90808320,2423934976,4134158336,6047,3350
2019/10/10 2:47,0.5,0.25,99.25,0,0,0,0,0,1740996608,90808320,2423934976,4134182912,3134,1813
