cpu,memory,net recv,net send,disk read,disk writ,time
0.49866666666666665,756595370.6666666,245.66666666666666,956.6666666666666,0.0,0.0,16-10 18:11:24
0.16766666666666666,756559872.0,252.33333333333334,1143.0,0.0,15018.666666666666,16-10 18:11:25
0.332,756554410.6666666,165.0,712.3333333333334,0.0,30037.333333333332,16-10 18:11:26
0.16766666666666666,756554410.6666666,215.66666666666666,916.0,0.0,0.0,16-10 18:11:27
0.49866666666666665,756532565.3333334,238.33333333333334,1085.6666666666667,0.0,0.0,16-10 18:11:28
0.3336666666666666,756532565.3333334,179.0,726.3333333333334,0.0,0.0,16-10 18:11:29
0.16766666666666666,756529834.6666666,201.66666666666666,976.0,0.0,4096.0,16-10 18:11:30
0.5020000000000001,756529834.6666666,300.3333333333333,1347.0,0.0,0.0,16-10 18:11:31
0.3333333333333333,756494336.0,253.0,1627.6666666666667,0.0,8192.0,16-10 18:11:32
0.6643333333333333,756491605.3333334,201.66666666666666,1324.6666666666667,0.0,0.0,16-10 18:11:33
0.33433333333333337,756469760.0,238.33333333333334,1107.6666666666667,0.0,0.0,16-10 18:11:34
0.33433333333333337,756467029.3333334,183.0,1006.3333333333334,0.0,32768.0,16-10 18:11:35
0.49933333333333335,756467029.3333334,201.66666666666666,937.3333333333334,0.0,0.0,16-10 18:11:36
0.5003333333333333,756456106.6666666,238.33333333333334,1121.0,0.0,0.0,16-10 18:11:37
0.5003333333333334,756438357.3333334,165.0,775.0,0.0,15018.666666666666,16-10 18:11:38
0.3333333333333333,756446549.3333334,201.66666666666666,954.0,0.0,28672.0,16-10 18:11:39
6.0183333333333335,760333653.3333334,42884570.333333336,50775.333333333336,498346.6666666667,42325.333333333336,16-10 18:11:40
21.485333333333333,763211776.0,116383788.0,123187.66666666667,223914.66666666666,8063658.666666667,16-10 18:11:41
5.547333333333334,761367210.6666666,4179088.6666666665,5453.0,50517.333333333336,69386240.0,16-10 18:11:42
0.16766666666666666,761308501.3333334,209.0,1252.6666666666667,0.0,0.0,16-10 18:11:43
0.33166666666666667,761283925.3333334,165.0,974.6666666666666,0.0,126976.0,16-10 18:11:44
5.846,770307413.3333334,187437.0,3208.3333333333335,5772629.333333333,64170.666666666664,16-10 18:11:45
30.916666666666668,810992981.3333334,94021.0,2443.6666666666665,14725120.0,0.0,16-10 18:11:46
20.090666666666667,823463936.0,267.0,1786.0,19346773.333333332,139860650.66666666,16-10 18:11:47
51.89433333333333,850653184.0,337.0,1684.6666666666667,5621077.333333333,0.0,16-10 18:11:48
61.59766666666667,942190592.0,4742.333333333333,6669.666666666667,2356565.3333333335,0.0,16-10 18:11:49
3.3663333333333334,941944832.0,577.6666666666666,2161.6666666666665,277162.6666666667,219818.66666666666,16-10 18:11:50
0.3333333333333333,940889429.3333334,237.66666666666666,1089.3333333333333,0.0,0.0,16-10 18:11:51
1.1626666666666667,940829354.6666666,238.33333333333334,1186.3333333333333,0.0,0.0,16-10 18:11:52
0.66,940803413.3333334,3560.3333333333335,857.0,6826.666666666667,0.0,16-10 18:11:53
22.77566666666667,958709760.0,16636.333333333332,2947.3333333333335,741376.0,20480.0,16-10 18:11:54
13.022666666666668,983257088.0,282.3333333333333,1317.6666666666667,1811797.3333333333,32768.0,16-10 18:11:55
12.502,985627306.6666666,99619.66666666667,3711.3333333333335,557056.0,4096.0,16-10 18:11:56
19.69633333333334,1001786026.6666666,6143.333333333333,2523.6666666666665,733184.0,20480.0,16-10 18:11:57
14.466333333333333,1022033920.0,14572.666666666666,2070.0,1467733.3333333333,0.0,16-10 18:11:58
15.882333333333333,1031573504.0,99130.0,3476.0,916138.6666666666,0.0,16-10 18:11:59
20.545,1037546837.3333334,120270.0,6518.0,368640.0,25941.333333333332,16-10 18:12:00
45.303,1074151424.0,282.3333333333333,4703.0,659456.0,31402.666666666668,16-10 18:12:01
51.52833333333333,1109920426.6666667,29157.0,4696.0,5058560.0,20480.0,16-10 18:12:02
36.379666666666665,1142920533.3333333,219.66666666666666,1318.0,22919850.666666668,0.0,16-10 18:12:03
48.275666666666666,1157470890.6666667,18743638.333333332,23222.666666666668,13635584.0,0.0,16-10 18:12:04
33.758,1186197504.0,772333.0,3717.3333333333335,43849045.333333336,0.0,16-10 18:12:05
28.582333333333334,1187145045.3333333,1715316.3333333333,6162.0,20522325.333333332,32768.0,16-10 18:12:06
16.319666666666667,1215182165.3333333,238.33333333333334,1237.6666666666667,19899733.333333332,0.0,16-10 18:12:07
1.508,1215255893.3333333,335.0,2245.3333333333335,0.0,16384.0,16-10 18:12:08
0.666,1215217664.0,245.66666666666666,1097.3333333333333,16384.0,0.0,16-10 18:12:09
14.908000000000001,1226838016.0,20827050.333333332,22473.666666666668,0.0,0.0,16-10 18:12:10
22.397000000000002,1227160234.6666667,24404022.0,31166.333333333332,165205.33333333334,21845.333333333332,16-10 18:12:11
13.681666666666667,1242821973.3333333,11880.333333333334,9528.333333333334,484693.3333333333,2027520.0,16-10 18:12:12
7.934,1245072042.6666667,19427.666666666668,5473.333333333333,0.0,36864.0,16-10 18:12:13
17.497666666666667,1247268864.0,126530.66666666667,7645.666666666667,0.0,0.0,16-10 18:12:14
8.001,1248617813.3333333,117540.0,3683.6666666666665,0.0,0.0,16-10 18:12:15
25.804000000000002,1258946560.0,41580.333333333336,7357.333333333333,5461.333333333333,23210.666666666668,16-10 18:12:16
58.26833333333334,1274316117.3333333,29606.333333333332,17545.333333333332,0.0,846506.6666666666,16-10 18:12:17
56.68666666666667,1289389397.3333333,301.6666666666667,2519.3333333333335,0.0,0.0,16-10 18:12:18
47.108000000000004,1299828736.0,238.33333333333334,1257.0,0.0,43690.666666666664,16-10 18:12:19
54.196,1309571754.6666667,20879.0,16251.333333333334,2730.6666666666665,0.0,16-10 18:12:20
56.95133333333334,1327883605.3333333,552.6666666666666,17950.666666666668,30037.333333333332,43690.666666666664,16-10 18:12:21
61.842000000000006,1357391189.3333333,389437.0,4595.333333333333,27306.666666666668,45056.0,16-10 18:12:22
59.876000000000005,1391381162.6666667,858614.0,2503.6666666666665,0.0,0.0,16-10 18:12:23
63.236333333333334,1403940864.0,1376965.0,4904.0,0.0,5461.333333333333,16-10 18:12:24
53.76866666666667,1420141909.3333333,1528178.0,3935.0,0.0,0.0,16-10 18:12:25
51.16433333333333,1431397717.3333333,1414556.0,3573.0,0.0,23210.666666666668,16-10 18:12:26
50.92033333333333,1435198805.3333333,1612055.3333333333,4061.3333333333335,28672.0,8192.0,16-10 18:12:27
51.934,1440980992.0,1549612.6666666667,5219.666666666667,75093.33333333333,8192.0,16-10 18:12:28
51.92133333333334,1449842005.3333333,1525971.0,3735.0,0.0,0.0,16-10 18:12:29
51.669999999999995,1455849472.0,1448808.6666666667,3482.6666666666665,0.0,4096.0,16-10 18:12:30
52.00333333333333,1459668309.3333333,1574111.6666666667,3891.6666666666665,0.0,0.0,16-10 18:12:31
51.33166666666667,1465495552.0,1447072.0,5453.0,0.0,0.0,16-10 18:12:32
51.0,1472315392.0,1634592.6666666667,4201.333333333333,0.0,9557.333333333334,16-10 18:12:33
50.418000000000006,1483982165.3333333,1582970.6666666667,5181.666666666667,0.0,0.0,16-10 18:12:34
50.418,1495825066.6666667,1497254.0,3525.6666666666665,0.0,4096.0,16-10 18:12:35
