"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-7",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t_cidd_7.csv",,,,"Date:","25 Sep 2019 09:52:54 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
25-09 09:52:54,0.174,0.073,94.911,4.838,0.0,0.003,543965184.0,75091968.0,744497152.0,2779770880.0,8373.330,17622.806,0.0,0.0,0.088,0.408,java / 5099:7435
25-09 09:52:55,0.500,0.0,99.500,0.0,0.0,0.0,543997952.0,75091968.0,744501248.0,2779734016.0,0.0,0.0,241.0,1666.0,0.0,0.0,java / 5099:7435
25-09 09:52:56,0.500,0.0,99.500,0.0,0.0,0.0,543997952.0,75091968.0,744501248.0,2779734016.0,0.0,65536.0,319.0,1364.0,0.0,11.0,java / 0:8192
25-09 09:52:57,0.500,0.500,99.0,0.0,0.0,0.0,543997952.0,75091968.0,744501248.0,2779734016.0,0.0,0.0,285.0,1395.0,0.0,0.0,java / 0:8192
25-09 09:52:58,0.0,0.0,100.0,0.0,0.0,0.0,543997952.0,75091968.0,744501248.0,2779734016.0,0.0,0.0,175.0,832.0,0.0,0.0,java / 0:8192
25-09 09:52:59,0.0,0.500,99.500,0.0,0.0,0.0,543997952.0,75091968.0,744501248.0,2779734016.0,0.0,0.0,217.0,874.0,0.0,0.0,java / 0:8192
25-09 09:53:00,1.0,0.500,97.500,1.0,0.0,0.0,544428032.0,75108352.0,744493056.0,2779295744.0,0.0,57344.0,675.0,1397.0,0.0,5.0,java / 0:8192
25-09 09:53:01,0.500,0.0,99.500,0.0,0.0,0.0,544362496.0,75108352.0,744501248.0,2779353088.0,0.0,0.0,175.0,1100.0,0.0,0.0,java / 0:8192
25-09 09:53:02,0.503,0.0,99.497,0.0,0.0,0.0,544362496.0,75108352.0,744501248.0,2779353088.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:53:03,0.0,0.995,99.005,0.0,0.0,0.0,544329728.0,75108352.0,744501248.0,2779385856.0,0.0,0.0,285.0,1355.0,0.0,0.0,java / 0:8192
25-09 09:53:04,0.500,0.0,99.500,0.0,0.0,0.0,544329728.0,75108352.0,744501248.0,2779385856.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:53:05,0.503,0.0,99.497,0.0,0.0,0.0,544329728.0,75108352.0,744501248.0,2779385856.0,0.0,0.0,217.0,874.0,0.0,0.0,java / 0:8192
25-09 09:53:06,0.0,0.500,99.0,0.500,0.0,0.0,544321536.0,75116544.0,744501248.0,2779385856.0,0.0,16384.0,285.0,1331.0,0.0,2.0,java / 0:8192
25-09 09:53:07,0.0,0.0,100.0,0.0,0.0,0.0,544321536.0,75116544.0,744501248.0,2779385856.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:8192
25-09 09:53:08,0.995,0.0,99.005,0.0,0.0,0.0,544321536.0,75116544.0,744501248.0,2779385856.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:8192
25-09 09:53:09,0.0,0.500,99.500,0.0,0.0,0.0,544321536.0,75116544.0,744501248.0,2779385856.0,0.0,0.0,285.0,1355.0,0.0,0.0,java / 0:8192
25-09 09:53:10,0.0,0.500,99.500,0.0,0.0,0.0,544321536.0,75116544.0,744501248.0,2779385856.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:53:11,0.0,0.503,99.497,0.0,0.0,0.0,544288768.0,75116544.0,744501248.0,2779418624.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:53:12,0.990,0.0,98.020,0.990,0.0,0.0,544280576.0,75124736.0,744501248.0,2779418624.0,0.0,12288.0,285.0,1355.0,0.0,2.0,java / 0:8192
25-09 09:53:13,0.0,0.500,99.500,0.0,0.0,0.0,544280576.0,75124736.0,744501248.0,2779418624.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:8192
25-09 09:53:14,0.500,0.500,99.0,0.0,0.0,0.0,544280576.0,75124736.0,744501248.0,2779418624.0,0.0,0.0,319.0,1364.0,0.0,0.0,java / 0:8192
25-09 09:53:15,0.500,0.0,99.500,0.0,0.0,0.0,544280576.0,75124736.0,744501248.0,2779418624.0,0.0,0.0,285.0,1355.0,0.0,0.0,java / 0:8192
25-09 09:53:16,0.500,0.0,99.500,0.0,0.0,0.0,544280576.0,75124736.0,744501248.0,2779418624.0,0.0,0.0,109.0,1328.0,0.0,0.0,java / 0:8192
25-09 09:53:17,0.0,0.0,100.0,0.0,0.0,0.0,544280576.0,75124736.0,744501248.0,2779418624.0,0.0,0.0,397.0,1232.0,0.0,0.0,java / 0:8192
25-09 09:53:18,0.995,0.498,98.010,0.498,0.0,0.0,544239616.0,75132928.0,744501248.0,2779451392.0,0.0,12288.0,285.0,1355.0,0.0,2.0,java / 0:8192
25-09 09:53:19,0.503,0.0,99.497,0.0,0.0,0.0,544239616.0,75132928.0,744501248.0,2779451392.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:8192
25-09 09:53:20,0.0,0.498,99.502,0.0,0.0,0.0,544239616.0,75132928.0,744501248.0,2779451392.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:53:21,0.503,0.0,99.497,0.0,0.0,0.0,544235520.0,75132928.0,744505344.0,2779451392.0,0.0,0.0,351.0,1457.0,0.0,0.0,java / 0:8192
25-09 09:53:22,0.500,0.0,99.500,0.0,0.0,0.0,544235520.0,75132928.0,744505344.0,2779451392.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:53:23,0.500,0.0,99.500,0.0,0.0,0.0,544432128.0,75132928.0,744505344.0,2779254784.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:8192
25-09 09:53:24,0.0,0.503,98.492,1.005,0.0,0.0,544423936.0,75141120.0,744505344.0,2779254784.0,0.0,12288.0,285.0,1355.0,0.0,2.0,java / 0:8192
25-09 09:53:25,0.498,0.0,99.502,0.0,0.0,0.0,544423936.0,75141120.0,744505344.0,2779254784.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:8192
25-09 09:53:26,0.0,0.0,100.0,0.0,0.0,0.0,544423936.0,75141120.0,744505344.0,2779254784.0,0.0,36864.0,175.0,808.0,0.0,5.0,java / 0:8192
25-09 09:53:27,0.498,0.498,99.005,0.0,0.0,0.0,544518144.0,75141120.0,744505344.0,2779160576.0,0.0,0.0,285.0,1395.0,0.0,0.0,java / 0:8192
25-09 09:53:28,0.500,0.0,99.500,0.0,0.0,0.0,544518144.0,75141120.0,744505344.0,2779160576.0,0.0,0.0,175.0,832.0,0.0,0.0,java / 0:8192
