"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-8",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t2_cidd_8.csv",,,,"Date:","26 Sep 2019 04:37:42 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
26-09 04:37:42,0.180,0.079,95.004,4.734,0.0,0.003,519151616.0,8220672.0,148037632.0,3467915264.0,8759.764,18347.805,0.0,0.0,0.097,0.419,java / 62:0
26-09 04:37:43,1.508,0.0,98.492,0.0,0.0,0.0,519684096.0,8220672.0,148066304.0,3467354112.0,1048576.0,0.0,611.0,2577.0,4.0,0.0,java / 1048576:0
26-09 04:37:44,0.503,0.0,99.497,0.0,0.0,0.0,519426048.0,8220672.0,148197376.0,3467481088.0,1179648.0,0.0,317.0,1431.0,5.0,0.0,java / 1179648:0
26-09 04:37:45,0.0,0.503,98.995,0.503,0.0,0.0,519634944.0,8220672.0,148127744.0,3467341824.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:46,0.500,0.0,98.0,1.500,0.0,0.0,519512064.0,8220672.0,147931136.0,3467661312.0,786432.0,0.0,389.0,1532.0,3.0,0.0,java / 786432:0
26-09 04:37:47,1.0,0.0,99.0,0.0,0.0,0.0,519491584.0,8220672.0,147972096.0,3467640832.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:48,0.500,0.500,97.500,1.500,0.0,0.0,519696384.0,8228864.0,147963904.0,3467436032.0,1048576.0,28672.0,239.0,945.0,4.0,2.0,java / 1048576:0
26-09 04:37:49,0.500,0.500,99.0,0.0,0.0,0.0,519610368.0,8228864.0,147972096.0,3467513856.0,1048576.0,20480.0,281.0,1404.0,4.0,1.0,java / 1048576:8192
26-09 04:37:50,1.0,0.0,99.0,0.0,0.0,0.0,519688192.0,8228864.0,147972096.0,3467436032.0,1048576.0,0.0,173.0,867.0,4.0,0.0,java / 1048576:8192
26-09 04:37:51,1.0,0.500,98.500,0.0,0.0,0.0,519610368.0,8228864.0,147972096.0,3467513856.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:4096
26-09 04:37:52,0.505,0.0,99.495,0.0,0.0,0.0,519585792.0,8228864.0,148123648.0,3467386880.0,1179648.0,0.0,281.0,1396.0,5.0,0.0,java / 1179648:0
26-09 04:37:53,1.0,0.0,98.0,1.0,0.0,0.0,519606272.0,8237056.0,148094976.0,3467386880.0,1048576.0,16384.0,317.0,1431.0,4.0,2.0,java / 1048576:0
26-09 04:37:54,0.503,0.0,99.497,0.0,0.0,0.0,519565312.0,8237056.0,148103168.0,3467419648.0,1048576.0,45056.0,173.0,859.0,4.0,6.0,java / 1048576:0
26-09 04:37:55,0.498,0.498,98.507,0.498,0.0,0.0,519565312.0,8237056.0,148103168.0,3467419648.0,1048576.0,0.0,281.0,1404.0,4.0,0.0,java / 1048576:0
26-09 04:37:56,0.503,0.0,99.497,0.0,0.0,0.0,519610368.0,8237056.0,148058112.0,3467419648.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:57,0.503,0.0,98.995,0.503,0.0,0.0,519708672.0,8237056.0,148058112.0,3467321344.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:58,0.503,0.0,99.497,0.0,0.0,0.0,519565312.0,8237056.0,148103168.0,3467419648.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:37:59,0.500,0.0,98.500,1.0,0.0,0.0,519610368.0,8245248.0,148094976.0,3467374592.0,1048576.0,16384.0,239.0,945.0,4.0,2.0,java / 1048576:0
26-09 04:38:00,0.503,0.0,99.497,0.0,0.0,0.0,519499776.0,8245248.0,148148224.0,3467431936.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:38:01,0.500,1.0,98.500,0.0,0.0,0.0,519548928.0,8245248.0,148148224.0,3467382784.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:38:02,0.500,0.0,99.500,0.0,0.0,0.0,519602176.0,8245248.0,148103168.0,3467374592.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:03,0.995,0.0,98.507,0.498,0.0,0.0,519524352.0,8245248.0,148103168.0,3467452416.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:04,0.0,0.505,98.485,1.010,0.0,0.0,519602176.0,8253440.0,148094976.0,3467374592.0,1048576.0,12288.0,347.0,1490.0,4.0,2.0,java / 1048576:0
26-09 04:38:05,0.0,0.0,100.0,0.0,0.0,0.0,519516160.0,8253440.0,148103168.0,3467452416.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:38:06,0.498,0.498,98.507,0.498,0.0,0.0,519593984.0,8253440.0,148103168.0,3467374592.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:07,0.503,0.0,99.497,0.0,0.0,0.0,519516160.0,8253440.0,148103168.0,3467452416.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:38:08,0.0,0.0,100.0,0.0,0.0,0.0,519487488.0,8253440.0,148258816.0,3467325440.0,1179648.0,0.0,173.0,851.0,5.0,0.0,java / 1179648:0
26-09 04:38:09,0.0,0.503,97.990,1.508,0.0,0.0,519507968.0,8261632.0,148230144.0,3467325440.0,1048576.0,12288.0,239.0,945.0,4.0,2.0,java / 1048576:0
26-09 04:38:10,0.995,0.0,98.507,0.498,0.0,0.0,519524352.0,8261632.0,148238336.0,3467300864.0,1048576.0,0.0,281.0,1404.0,4.0,0.0,java / 1048576:0
26-09 04:38:11,0.0,0.0,100.0,0.0,0.0,0.0,519491584.0,8261632.0,148238336.0,3467333632.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:12,1.005,0.0,98.995,0.0,0.0,0.0,519589888.0,8261632.0,148140032.0,3467333632.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 04:38:13,0.990,0.495,97.525,0.990,0.0,0.0,519639040.0,8261632.0,148246528.0,3467177984.0,1048576.0,0.0,347.0,1490.0,4.0,0.0,java / 1048576:0
26-09 04:38:14,0.0,0.0,99.492,0.508,0.0,0.0,519512064.0,8269824.0,148230144.0,3467313152.0,1048576.0,28672.0,173.0,851.0,4.0,3.0,java / 1048576:0
26-09 04:38:15,0.500,0.0,99.0,0.500,0.0,0.0,519737344.0,8269824.0,147931136.0,3467386880.0,786432.0,0.0,173.0,859.0,3.0,0.0,java / 786432:0
26-09 04:38:16,0.503,0.0,99.497,0.0,0.0,0.0,519692288.0,8269824.0,147976192.0,3467386880.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:38:17,0.500,0.500,99.0,0.0,0.0,0.0,519708672.0,8269824.0,147968000.0,3467378688.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 04:38:18,0.503,0.0,99.497,0.0,0.0,0.0,519860224.0,8269824.0,147976192.0,3467218944.0,1048576.0,0.0,215.0,893.0,4.0,0.0,java / 1048576:0
26-09 04:38:19,0.500,0.500,99.0,0.0,0.0,0.0,519782400.0,8269824.0,147976192.0,3467296768.0,1048576.0,20480.0,347.0,1490.0,4.0,1.0,java / 1048576:8192
26-09 04:38:20,0.503,0.0,97.990,1.508,0.0,0.0,519782400.0,8278016.0,147968000.0,3467296768.0,1048576.0,16384.0,239.0,969.0,4.0,2.0,java / 1048576:0
26-09 04:38:21,0.503,0.503,98.995,0.0,0.0,0.0,519995392.0,8278016.0,147976192.0,3467075584.0,1048576.0,0.0,107.0,1929.0,4.0,0.0,java / 1048576:0
26-09 04:38:22,0.500,0.500,99.0,0.0,0.0,0.0,519995392.0,8278016.0,147976192.0,3467075584.0,1048576.0,0.0,581.0,1832.0,4.0,0.0,java / 1048576:12288
26-09 04:38:23,0.0,0.0,99.497,0.503,0.0,0.0,519995392.0,8278016.0,147976192.0,3467075584.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:38:24,0.503,0.0,99.497,0.0,0.0,0.0,519970816.0,8278016.0,148127744.0,3466948608.0,1179648.0,20480.0,173.0,917.0,5.0,1.0,java / 1179648:0
26-09 04:38:25,0.503,0.0,98.492,1.005,0.0,0.0,519958528.0,8286208.0,148099072.0,3466981376.0,1048576.0,20480.0,677.0,2654.0,4.0,2.0,java / 1048576:0
26-09 04:38:26,0.500,0.500,99.0,0.0,0.0,0.0,519950336.0,8286208.0,148107264.0,3466981376.0,1048576.0,0.0,239.0,961.0,4.0,0.0,java / 1048576:0
26-09 04:38:27,0.0,0.503,99.497,0.0,0.0,0.0,519950336.0,8286208.0,148107264.0,3466981376.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 04:38:28,0.0,0.0,100.0,0.0,0.0,0.0,519950336.0,8286208.0,148107264.0,3466981376.0,1048576.0,0.0,347.0,1490.0,4.0,0.0,java / 1048576:0
26-09 04:38:29,0.503,0.0,99.497,0.0,0.0,0.0,519811072.0,8286208.0,148115456.0,3467112448.0,1048576.0,12288.0,239.0,945.0,4.0,3.0,java / 1048576:0
26-09 04:38:30,0.500,0.500,98.0,1.0,0.0,0.0,519892992.0,8294400.0,148099072.0,3467038720.0,1048576.0,16384.0,239.0,961.0,4.0,2.0,java / 1048576:0
26-09 04:38:31,0.503,0.0,99.497,0.0,0.0,0.0,519872512.0,8294400.0,148107264.0,3467051008.0,1048576.0,0.0,347.0,1506.0,4.0,0.0,java / 1048576:0
26-09 04:38:32,0.0,0.500,99.500,0.0,0.0,0.0,519872512.0,8294400.0,148107264.0,3467051008.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 04:38:33,0.0,0.0,100.0,0.0,0.0,0.0,519929856.0,8294400.0,148099072.0,3467001856.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 04:38:34,0.503,0.0,98.995,0.503,0.0,0.0,519884800.0,8294400.0,148107264.0,3467038720.0,1048576.0,0.0,347.0,1490.0,4.0,0.0,java / 1048576:0
26-09 04:38:35,1.493,0.0,97.512,0.995,0.0,0.0,520011776.0,8302592.0,148099072.0,3466911744.0,1048576.0,12288.0,239.0,945.0,4.0,2.0,java / 1048576:0
26-09 04:38:36,0.0,0.503,98.995,0.503,0.0,0.0,520003584.0,8302592.0,148107264.0,3466911744.0,1048576.0,0.0,239.0,961.0,4.0,0.0,java / 1048576:0
26-09 04:38:37,0.0,0.503,99.497,0.0,0.0,0.0,519966720.0,8302592.0,148111360.0,3466944512.0,1048576.0,0.0,347.0,1490.0,4.0,0.0,java / 1048576:0
26-09 04:38:38,0.503,0.0,99.497,0.0,0.0,0.0,519966720.0,8302592.0,148111360.0,3466944512.0,1048576.0,0.0,239.0,945.0,4.0,0.0,java / 1048576:0
26-09 04:38:39,0.0,0.500,99.500,0.0,0.0,0.0,519966720.0,8302592.0,148111360.0,3466944512.0,1048576.0,0.0,317.0,1431.0,4.0,0.0,java / 1048576:0
26-09 04:38:40,0.0,0.0,98.985,1.015,0.0,0.0,519942144.0,8310784.0,148254720.0,3466817536.0,1179648.0,12288.0,425.0,1976.0,5.0,2.0,java / 1179648:0
26-09 04:38:41,1.0,0.500,98.0,0.500,0.0,0.0,519954432.0,8310784.0,148242432.0,3466817536.0,1048576.0,0.0,239.0,961.0,4.0,0.0,java / 1048576:0
