"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-3",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t_cidd_3.csv",,,,"Date:","25 Sep 2019 09:52:41 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
25-09 09:52:41,0.158,0.072,94.814,4.953,0.0,0.003,539762688.0,75796480.0,717799424.0,2809966592.0,7937.704,17293.349,0.0,0.0,0.087,0.422,java / 4797:7272
25-09 09:52:42,0.503,0.0,99.497,0.0,0.0,0.0,539865088.0,75796480.0,717803520.0,2809860096.0,0.0,0.0,285.0,2110.0,0.0,0.0,java / 0:4096
25-09 09:52:43,0.500,0.0,99.500,0.0,0.0,0.0,539865088.0,75796480.0,717803520.0,2809860096.0,0.0,0.0,175.0,832.0,0.0,0.0,java / 0:4096
25-09 09:52:44,0.0,0.500,99.500,0.0,0.0,0.0,539865088.0,75796480.0,717803520.0,2809860096.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:52:45,0.500,0.0,99.500,0.0,0.0,0.0,539865088.0,75796480.0,717803520.0,2809860096.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:52:46,0.0,0.0,98.995,1.005,0.0,0.0,539865088.0,75804672.0,717795328.0,2809860096.0,0.0,36864.0,217.0,850.0,0.0,2.0,java / 0:4096
25-09 09:52:47,0.500,0.0,99.500,0.0,0.0,0.0,539856896.0,75804672.0,717803520.0,2809860096.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:52:48,0.0,0.500,99.500,0.0,0.0,0.0,540053504.0,75804672.0,717803520.0,2809663488.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:52:49,0.503,0.0,99.497,0.0,0.0,0.0,540053504.0,75804672.0,717803520.0,2809663488.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:52:50,0.0,0.0,100.0,0.0,0.0,0.0,540020736.0,75804672.0,717803520.0,2809696256.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:52:51,0.0,0.500,99.500,0.0,0.0,0.0,540020736.0,75804672.0,717803520.0,2809696256.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:52:52,0.503,0.0,98.995,0.503,0.0,0.0,540012544.0,75812864.0,717803520.0,2809696256.0,0.0,12288.0,175.0,808.0,0.0,2.0,java / 0:4096
25-09 09:52:53,0.0,0.503,99.497,0.0,0.0,0.0,540012544.0,75812864.0,717803520.0,2809696256.0,0.0,0.0,241.0,926.0,0.0,0.0,java / 0:4096
25-09 09:52:54,0.500,0.0,99.500,0.0,0.0,0.0,540012544.0,75812864.0,717803520.0,2809696256.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:52:55,0.0,0.0,100.0,0.0,0.0,0.0,540012544.0,75812864.0,717803520.0,2809696256.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:52:56,0.498,0.498,99.005,0.0,0.0,0.0,540012544.0,75812864.0,717803520.0,2809696256.0,0.0,53248.0,175.0,808.0,0.0,10.0,java / 0:4096
25-09 09:52:57,0.503,0.0,99.497,0.0,0.0,0.0,540012544.0,75812864.0,717803520.0,2809696256.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 0:4096
25-09 09:52:58,0.0,0.0,99.497,0.503,0.0,0.0,539979776.0,75821056.0,717795328.0,2809729024.0,0.0,12288.0,175.0,808.0,0.0,2.0,java / 0:4096
25-09 09:52:59,0.500,0.0,99.500,0.0,0.0,0.0,539971584.0,75821056.0,717803520.0,2809729024.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:53:00,0.0,0.0,100.0,0.0,0.0,0.0,539971584.0,75821056.0,717803520.0,2809729024.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:53:01,0.503,0.0,99.497,0.0,0.0,0.0,539971584.0,75821056.0,717803520.0,2809729024.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:53:02,0.0,0.500,99.500,0.0,0.0,0.0,539971584.0,75821056.0,717803520.0,2809729024.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:53:03,0.500,0.0,99.500,0.0,0.0,0.0,539971584.0,75821056.0,717803520.0,2809729024.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:53:04,0.500,0.0,98.500,1.0,0.0,0.0,539963392.0,75829248.0,717803520.0,2809729024.0,0.0,12288.0,241.0,910.0,0.0,2.0,java / 0:4096
25-09 09:53:05,0.0,0.503,99.497,0.0,0.0,0.0,539963392.0,75829248.0,717803520.0,2809729024.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:53:06,0.0,0.0,100.0,0.0,0.0,0.0,539930624.0,75829248.0,717803520.0,2809761792.0,0.0,0.0,351.0,1456.0,0.0,0.0,java / 0:4096
25-09 09:53:07,0.0,0.500,99.500,0.0,0.0,0.0,539930624.0,75829248.0,717803520.0,2809761792.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:53:08,0.500,0.0,99.500,0.0,0.0,0.0,539926528.0,75829248.0,717807616.0,2809761792.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:53:09,0.503,0.0,98.995,0.503,0.0,0.0,539926528.0,75837440.0,717799424.0,2809761792.0,0.0,12288.0,285.0,1354.0,0.0,2.0,java / 0:4096
