"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-8",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3_cidd_8.csv",,,,"Date:","25 Sep 2019 05:48:07 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
25-09 05:48:07,0.168,0.077,94.912,4.841,0.0,0.003,530141184.0,5005312.0,86700032.0,3521478656.0,7883.029,17219.721,0.0,0.0,0.088,0.417,java / 4361:6981
25-09 05:48:08,0.995,0.498,98.010,0.498,0.0,0.0,530227200.0,5005312.0,86900736.0,3521191936.0,0.0,0.0,285.0,2110.0,0.0,0.0,java / 4361:6981
25-09 05:48:09,0.0,0.0,100.0,0.0,0.0,0.0,530227200.0,5005312.0,86900736.0,3521191936.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4361:6981
25-09 05:48:10,0.503,0.0,99.497,0.0,0.0,0.0,530354176.0,5005312.0,86900736.0,3521064960.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4361:6981
25-09 05:48:11,0.500,0.0,99.500,0.0,0.0,0.0,530354176.0,5005312.0,86900736.0,3521064960.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 4361:6981
25-09 05:48:12,0.500,0.0,99.500,0.0,0.0,0.0,530518016.0,5005312.0,86900736.0,3520901120.0,0.0,0.0,217.0,874.0,0.0,0.0,java / 4361:6981
25-09 05:48:13,0.498,0.498,98.010,0.995,0.0,0.0,530509824.0,5013504.0,86900736.0,3520901120.0,0.0,135168.0,175.0,784.0,0.0,2.0,java / 4361:6981
25-09 05:48:14,0.0,0.0,100.0,0.0,0.0,0.0,530509824.0,5013504.0,86900736.0,3520901120.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 4361:6981
25-09 05:48:15,0.0,0.0,100.0,0.0,0.0,0.0,530509824.0,5013504.0,86900736.0,3520901120.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4361:6981
25-09 05:48:16,0.503,0.0,99.497,0.0,0.0,0.0,530509824.0,5013504.0,86900736.0,3520901120.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4361:6981
25-09 05:48:17,1.485,0.0,98.515,0.0,0.0,0.0,530509824.0,5013504.0,86900736.0,3520901120.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 4361:6981
25-09 05:48:18,0.0,0.503,99.497,0.0,0.0,0.0,530509824.0,5013504.0,86900736.0,3520901120.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4361:6981
25-09 05:48:19,0.0,0.500,98.500,1.0,0.0,0.0,530497536.0,5025792.0,86900736.0,3520901120.0,0.0,49152.0,175.0,808.0,0.0,2.0,java / 4361:6981
25-09 05:48:20,0.500,0.0,99.500,0.0,0.0,0.0,530497536.0,5025792.0,86900736.0,3520901120.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 4361:6981
25-09 05:48:21,0.500,0.0,99.500,0.0,0.0,0.0,530464768.0,5025792.0,86900736.0,3520933888.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4361:6981
25-09 05:48:22,0.503,0.0,99.497,0.0,0.0,0.0,530464768.0,5025792.0,86900736.0,3520933888.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4361:6981
25-09 05:48:23,0.500,0.0,99.500,0.0,0.0,0.0,530464768.0,5025792.0,86900736.0,3520933888.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 4361:6981
25-09 05:48:24,0.498,0.498,99.005,0.0,0.0,0.0,530464768.0,5025792.0,86900736.0,3520933888.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4361:6981
25-09 05:48:25,0.0,0.0,99.495,0.505,0.0,0.0,530329600.0,5033984.0,86900736.0,3521060864.0,0.0,12288.0,175.0,808.0,0.0,2.0,java / 4361:6981
25-09 05:48:26,0.498,0.498,99.005,0.0,0.0,0.0,530329600.0,5033984.0,86900736.0,3521060864.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 4361:6981
25-09 05:48:27,0.0,0.500,99.500,0.0,0.0,0.0,530329600.0,5033984.0,86900736.0,3521060864.0,0.0,24576.0,241.0,910.0,0.0,4.0,java / 0:8192
25-09 05:48:28,1.0,0.0,99.0,0.0,0.0,0.0,530329600.0,5033984.0,86900736.0,3521060864.0,0.0,0.0,175.0,848.0,0.0,0.0,java / 0:4096
25-09 05:48:29,0.0,0.0,100.0,0.0,0.0,0.0,530296832.0,5033984.0,86900736.0,3521093632.0,0.0,0.0,285.0,1378.0,0.0,0.0,java / 0:4096
25-09 05:48:30,0.500,0.0,99.500,0.0,0.0,0.0,530296832.0,5033984.0,86900736.0,3521093632.0,0.0,0.0,175.0,832.0,0.0,0.0,java / 0:4096
25-09 05:48:31,0.498,0.498,98.010,0.995,0.0,0.0,530288640.0,5042176.0,86900736.0,3521093632.0,0.0,20480.0,175.0,808.0,0.0,2.0,java / 0:4096
25-09 05:48:32,0.500,0.0,99.500,0.0,0.0,0.0,530288640.0,5042176.0,86900736.0,3521093632.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 0:4096
25-09 05:48:33,0.0,0.503,99.497,0.0,0.0,0.0,530288640.0,5042176.0,86900736.0,3521093632.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:34,0.498,0.0,99.502,0.0,0.0,0.0,530284544.0,5042176.0,86904832.0,3521093632.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:35,0.500,0.500,99.0,0.0,0.0,0.0,530284544.0,5042176.0,86904832.0,3521093632.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 05:48:36,0.503,0.0,99.497,0.0,0.0,0.0,530284544.0,5042176.0,86904832.0,3521093632.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:4096
25-09 05:48:37,0.0,0.498,98.507,0.995,0.0,0.0,530276352.0,5050368.0,86904832.0,3521093632.0,0.0,176128.0,175.0,808.0,0.0,32.0,java / 0:4096
25-09 05:48:38,0.503,0.0,99.497,0.0,0.0,0.0,530243584.0,5050368.0,86904832.0,3521126400.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 0:4096
25-09 05:48:39,0.498,0.498,99.005,0.0,0.0,0.0,530243584.0,5050368.0,86904832.0,3521126400.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:40,0.0,0.0,100.0,0.0,0.0,0.0,530243584.0,5050368.0,86904832.0,3521126400.0,0.0,0.0,283.0,952.0,0.0,0.0,java / 0:4096
25-09 05:48:41,0.503,0.0,99.497,0.0,0.0,0.0,530243584.0,5050368.0,86904832.0,3521126400.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 05:48:42,0.498,0.498,99.005,0.0,0.0,0.0,530243584.0,5050368.0,86904832.0,3521126400.0,0.0,8192.0,175.0,808.0,0.0,1.0,java / 0:4096
25-09 05:48:43,0.0,0.0,99.497,0.503,0.0,0.0,530235392.0,5058560.0,86904832.0,3521126400.0,0.0,24576.0,175.0,824.0,0.0,3.0,java / 0:4096
25-09 05:48:44,0.500,0.500,99.0,0.0,0.0,0.0,530235392.0,5058560.0,86904832.0,3521126400.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 0:4096
25-09 05:48:45,0.500,0.0,99.500,0.0,0.0,0.0,530235392.0,5058560.0,86904832.0,3521126400.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:46,0.0,0.500,99.500,0.0,0.0,0.0,530202624.0,5058560.0,86904832.0,3521159168.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:47,0.990,0.495,98.515,0.0,0.0,0.0,530202624.0,5058560.0,86904832.0,3521159168.0,0.0,36864.0,285.0,1354.0,0.0,7.0,java / 0:12288
25-09 05:48:48,0.0,0.0,100.0,0.0,0.0,0.0,530202624.0,5058560.0,86904832.0,3521159168.0,0.0,0.0,175.0,848.0,0.0,0.0,java / 0:4096
25-09 05:48:49,0.500,0.0,98.500,1.0,0.0,0.0,530194432.0,5066752.0,86904832.0,3521159168.0,0.0,20480.0,175.0,898.0,0.0,2.0,java / 0:4096
25-09 05:48:50,0.500,0.0,99.500,0.0,0.0,0.0,530194432.0,5066752.0,86904832.0,3521159168.0,0.0,0.0,417.0,2204.0,0.0,0.0,java / 0:4096
25-09 05:48:51,0.503,0.0,99.497,0.0,0.0,0.0,530194432.0,5066752.0,86904832.0,3521159168.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:52,0.0,0.498,99.502,0.0,0.0,0.0,530194432.0,5066752.0,86904832.0,3521159168.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:53,0.0,0.503,99.497,0.0,0.0,0.0,530194432.0,5066752.0,86904832.0,3521159168.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 05:48:54,0.995,0.0,99.005,0.0,0.0,0.0,530161664.0,5066752.0,86904832.0,3521191936.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:55,0.0,0.500,99.0,0.500,0.0,0.0,530153472.0,5074944.0,86904832.0,3521191936.0,0.0,12288.0,175.0,808.0,0.0,2.0,java / 0:4096
25-09 05:48:56,0.500,0.0,99.500,0.0,0.0,0.0,530153472.0,5074944.0,86904832.0,3521191936.0,0.0,0.0,441.0,1906.0,0.0,0.0,java / 0:4096
25-09 05:48:57,0.503,0.0,99.497,0.0,0.0,0.0,530153472.0,5074944.0,86904832.0,3521191936.0,0.0,0.0,175.0,1212.0,0.0,0.0,java / 0:4096
25-09 05:48:58,0.498,0.498,99.005,0.0,0.0,0.0,530153472.0,5074944.0,86904832.0,3521191936.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:59,0.0,0.995,99.005,0.0,0.0,0.0,530153472.0,5074944.0,86904832.0,3521191936.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 05:49:00,0.0,0.0,100.0,0.0,0.0,0.0,530153472.0,5074944.0,86904832.0,3521191936.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:49:01,0.500,0.0,98.500,1.0,0.0,0.0,530145280.0,5083136.0,86904832.0,3521191936.0,0.0,12288.0,175.0,808.0,0.0,2.0,java / 0:4096
25-09 05:49:02,0.500,0.0,99.500,0.0,0.0,0.0,530112512.0,5083136.0,86904832.0,3521224704.0,0.0,0.0,285.0,1370.0,0.0,0.0,java / 0:4096
25-09 05:49:03,0.503,0.0,99.497,0.0,0.0,0.0,530309120.0,5083136.0,86904832.0,3521028096.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:49:04,0.498,0.498,99.005,0.0,0.0,0.0,530309120.0,5083136.0,86904832.0,3521028096.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:49:05,0.0,0.0,100.0,0.0,0.0,0.0,530305024.0,5083136.0,86908928.0,3521028096.0,0.0,0.0,351.0,1456.0,0.0,0.0,java / 0:4096
25-09 05:49:06,0.995,0.0,99.005,0.0,0.0,0.0,530305024.0,5083136.0,86908928.0,3521028096.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:49:07,0.500,0.0,98.500,1.0,0.0,0.0,530296832.0,5091328.0,86908928.0,3521028096.0,0.0,12288.0,175.0,808.0,0.0,2.0,java / 0:4096
25-09 05:49:08,0.503,0.0,99.497,0.0,0.0,0.0,530296832.0,5091328.0,86908928.0,3521028096.0,0.0,0.0,327.0,1412.0,0.0,0.0,java / 0:4096
25-09 05:49:09,0.0,0.500,99.500,0.0,0.0,0.0,530296832.0,5091328.0,86908928.0,3521028096.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:4096
25-09 05:49:10,0.500,0.0,99.500,0.0,0.0,0.0,530264064.0,5091328.0,86908928.0,3521060864.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:49:11,0.500,0.0,99.500,0.0,0.0,0.0,530391040.0,5091328.0,86908928.0,3520933888.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 05:49:12,1.0,0.0,99.0,0.0,0.0,0.0,530391040.0,5091328.0,86908928.0,3520933888.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:49:13,0.0,0.0,98.990,1.010,0.0,0.0,530382848.0,5099520.0,86908928.0,3520933888.0,0.0,12288.0,175.0,808.0,0.0,2.0,java / 0:4096
