"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-2",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t_cidd_2.csv",,,,"Date:","25 Sep 2019 09:52:35 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
25-09 09:52:35,0.154,0.068,94.932,4.843,0.0,0.003,580636672.0,75415552.0,745791488.0,2741481472.0,8307.593,17391.124,0.0,0.0,0.085,0.414,java / 5367:7460
25-09 09:52:36,1.0,0.0,99.0,0.0,0.0,0.0,580751360.0,75415552.0,745795584.0,2741362688.0,0.0,0.0,681.0,2621.0,0.0,0.0,java / 5367:7460
25-09 09:52:37,0.0,0.500,99.500,0.0,0.0,0.0,580718592.0,75415552.0,745795584.0,2741395456.0,0.0,0.0,319.0,1364.0,0.0,0.0,java / 5367:7460
25-09 09:52:38,0.0,0.0,100.0,0.0,0.0,0.0,580718592.0,75415552.0,745795584.0,2741395456.0,0.0,0.0,319.0,1364.0,0.0,0.0,java / 5367:7460
25-09 09:52:39,0.503,0.0,99.497,0.0,0.0,0.0,580845568.0,75415552.0,745795584.0,2741268480.0,0.0,0.0,351.0,1457.0,0.0,0.0,java / 5367:7460
25-09 09:52:40,0.500,0.0,99.500,0.0,0.0,0.0,580845568.0,75415552.0,745795584.0,2741268480.0,0.0,0.0,361.0,1430.0,0.0,0.0,java / 5367:7460
25-09 09:52:41,0.0,0.500,99.0,0.500,0.0,0.0,580837376.0,75423744.0,745795584.0,2741268480.0,0.0,28672.0,241.0,886.0,0.0,2.0,java / 5367:7460
25-09 09:52:42,0.0,0.503,99.497,0.0,0.0,0.0,580804608.0,75423744.0,745795584.0,2741301248.0,0.0,0.0,351.0,1473.0,0.0,0.0,java / 5367:7460
25-09 09:52:43,0.500,0.0,99.500,0.0,0.0,0.0,580804608.0,75423744.0,745795584.0,2741301248.0,0.0,0.0,319.0,1364.0,0.0,0.0,java / 5367:7460
25-09 09:52:44,0.500,0.0,99.500,0.0,0.0,0.0,580804608.0,75423744.0,745795584.0,2741301248.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 5367:7460
25-09 09:52:45,0.0,0.0,100.0,0.0,0.0,0.0,580804608.0,75423744.0,745795584.0,2741301248.0,0.0,0.0,285.0,1355.0,0.0,0.0,java / 5367:7460
25-09 09:52:46,0.0,0.0,100.0,0.0,0.0,0.0,580804608.0,75423744.0,745795584.0,2741301248.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 5367:7460
25-09 09:52:47,0.0,0.0,99.0,1.0,0.0,0.0,580796416.0,75431936.0,745795584.0,2741301248.0,0.0,12288.0,175.0,808.0,0.0,2.0,java / 5367:7460
25-09 09:52:48,0.0,0.500,99.500,0.0,0.0,0.0,580796416.0,75431936.0,745795584.0,2741301248.0,0.0,0.0,351.0,1473.0,0.0,0.0,java / 5367:7460
25-09 09:52:49,0.0,0.0,100.0,0.0,0.0,0.0,580763648.0,75431936.0,745795584.0,2741334016.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 5367:7460
25-09 09:52:50,0.0,0.500,99.500,0.0,0.0,0.0,580763648.0,75431936.0,745795584.0,2741334016.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 5367:7460
25-09 09:52:51,0.0,0.0,100.0,0.0,0.0,0.0,580763648.0,75431936.0,745795584.0,2741334016.0,0.0,0.0,285.0,1355.0,0.0,0.0,java / 5367:7460
25-09 09:52:52,0.0,0.0,100.0,0.0,0.0,0.0,580763648.0,75431936.0,745795584.0,2741334016.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 5367:7460
25-09 09:52:53,0.0,0.503,98.995,0.503,0.0,0.0,580755456.0,75440128.0,745795584.0,2741334016.0,0.0,12288.0,175.0,808.0,0.0,2.0,java / 5367:7460
25-09 09:52:54,0.995,0.0,99.005,0.0,0.0,0.0,580755456.0,75440128.0,745795584.0,2741334016.0,0.0,0.0,351.0,1473.0,0.0,0.0,java / 5367:7460
25-09 09:52:55,0.0,0.500,99.500,0.0,0.0,0.0,580755456.0,75440128.0,745795584.0,2741334016.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 5367:7460
25-09 09:52:56,0.500,0.0,99.500,0.0,0.0,0.0,580755456.0,75440128.0,745795584.0,2741334016.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 5367:7460
25-09 09:52:57,0.0,0.0,100.0,0.0,0.0,0.0,580755456.0,75440128.0,745795584.0,2741334016.0,0.0,24576.0,285.0,1355.0,0.0,4.0,java / 0:12288
25-09 09:52:58,0.500,0.0,99.500,0.0,0.0,0.0,580722688.0,75440128.0,745795584.0,2741366784.0,0.0,0.0,175.0,848.0,0.0,0.0,java / 0:4096
