"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-10",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t_cidd_10.csv",,,,"Date:","25 Sep 2019 09:53:11 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
25-09 09:53:11,0.157,0.076,96.142,3.623,0.0,0.003,517484544.0,75264000.0,459886592.0,3090690048.0,8262.444,18644.221,0.0,0.0,0.094,0.419,java / 5125:8329
25-09 09:53:12,0.503,0.0,99.497,0.0,0.0,0.0,517607424.0,75264000.0,459890688.0,3090563072.0,0.0,0.0,505.0,2075.0,0.0,0.0,java / 5125:8329
25-09 09:53:13,0.503,0.0,99.497,0.0,0.0,0.0,517574656.0,75264000.0,459890688.0,3090595840.0,0.0,0.0,241.0,911.0,0.0,0.0,java / 5125:8329
25-09 09:53:14,0.498,0.498,99.005,0.0,0.0,0.0,517574656.0,75264000.0,459890688.0,3090595840.0,0.0,0.0,507.0,2403.0,0.0,0.0,java / 5125:8329
25-09 09:53:15,0.500,0.0,99.500,0.0,0.0,0.0,517574656.0,75264000.0,459890688.0,3090595840.0,0.0,0.0,319.0,977.0,0.0,0.0,java / 5125:8329
25-09 09:53:16,0.0,0.0,100.0,0.0,0.0,0.0,517574656.0,75264000.0,459890688.0,3090595840.0,0.0,0.0,361.0,1819.0,0.0,0.0,java / 5125:8329
25-09 09:53:17,0.498,0.498,98.507,0.498,0.0,0.0,517533696.0,75272192.0,459890688.0,3090628608.0,0.0,28672.0,351.0,1435.0,0.0,2.0,java / 5125:8329
25-09 09:53:18,1.0,0.0,99.0,0.0,0.0,0.0,517533696.0,75272192.0,459890688.0,3090628608.0,0.0,0.0,241.0,927.0,0.0,0.0,java / 5125:8329
25-09 09:53:19,0.495,0.495,99.010,0.0,0.0,0.0,517533696.0,75272192.0,459890688.0,3090628608.0,0.0,0.0,241.0,911.0,0.0,0.0,java / 5125:8329
25-09 09:53:20,0.0,0.0,100.0,0.0,0.0,0.0,517533696.0,75272192.0,459890688.0,3090628608.0,0.0,0.0,285.0,1357.0,0.0,0.0,java / 5125:8329
25-09 09:53:21,0.498,0.498,99.005,0.0,0.0,0.0,517533696.0,75272192.0,459890688.0,3090628608.0,0.0,24576.0,175.0,809.0,0.0,4.0,java / 0:8192
25-09 09:53:22,0.498,0.498,97.512,0.995,0.0,0.498,517525504.0,75280384.0,459890688.0,3090628608.0,0.0,20480.0,241.0,943.0,0.0,2.0,java / 0:4096
25-09 09:53:23,0.500,0.0,99.500,0.0,0.0,0.0,517525504.0,75280384.0,459890688.0,3090628608.0,0.0,0.0,285.0,1397.0,0.0,0.0,java / 0:4096
25-09 09:53:24,0.503,0.0,99.497,0.0,0.0,0.0,517525504.0,75280384.0,459890688.0,3090628608.0,0.0,0.0,175.0,833.0,0.0,0.0,java / 0:4096
25-09 09:53:25,0.0,0.0,100.0,0.0,0.0,0.0,517492736.0,75280384.0,459890688.0,3090661376.0,0.0,0.0,175.0,809.0,0.0,0.0,java / 0:4096
25-09 09:53:26,0.498,0.498,99.005,0.0,0.0,0.0,517492736.0,75280384.0,459890688.0,3090661376.0,0.0,0.0,285.0,1357.0,0.0,0.0,java / 0:4096
25-09 09:53:27,0.503,0.0,98.492,1.005,0.0,0.0,517484544.0,75288576.0,459890688.0,3090661376.0,0.0,20480.0,241.0,911.0,0.0,2.0,java / 0:4096
25-09 09:53:28,0.0,0.500,99.500,0.0,0.0,0.0,517484544.0,75288576.0,459890688.0,3090661376.0,0.0,0.0,175.0,825.0,0.0,0.0,java / 0:4096
25-09 09:53:29,0.500,0.0,99.500,0.0,0.0,0.0,517681152.0,75288576.0,459890688.0,3090464768.0,0.0,0.0,285.0,1357.0,0.0,0.0,java / 0:4096
25-09 09:53:30,0.500,0.0,99.500,0.0,0.0,0.0,517681152.0,75288576.0,459890688.0,3090464768.0,0.0,0.0,175.0,809.0,0.0,0.0,java / 0:4096
25-09 09:53:31,0.503,0.0,99.497,0.0,0.0,0.0,517681152.0,75288576.0,459890688.0,3090464768.0,0.0,24576.0,175.0,809.0,0.0,5.0,java / 0:4096
25-09 09:53:32,0.0,0.500,98.500,1.0,0.0,0.0,517799936.0,75296768.0,459890688.0,3090337792.0,0.0,12288.0,351.0,1475.0,0.0,2.0,java / 0:4096
25-09 09:53:33,0.498,0.498,99.005,0.0,0.0,0.0,517767168.0,75296768.0,459890688.0,3090370560.0,0.0,0.0,175.0,825.0,0.0,0.0,java / 0:4096
25-09 09:53:34,0.0,0.500,99.500,0.0,0.0,0.0,517767168.0,75296768.0,459890688.0,3090370560.0,0.0,0.0,175.0,809.0,0.0,0.0,java / 0:4096
