"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-9",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t_cidd_9.csv",,,,"Date:","25 Sep 2019 09:53:05 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
25-09 09:53:05,0.130,0.075,94.762,5.030,0.0,0.002,559419392.0,75337728.0,520896512.0,2987671552.0,7118.582,16908.432,0.0,0.0,0.084,0.416,java / 4029:7088
25-09 09:53:06,0.498,0.498,99.005,0.0,0.0,0.0,559423488.0,75337728.0,520900608.0,2987663360.0,0.0,0.0,175.0,1564.0,0.0,0.0,java / 4029:7088
25-09 09:53:07,1.0,0.0,98.500,0.500,0.0,0.0,559415296.0,75345920.0,520900608.0,2987663360.0,0.0,36864.0,285.0,1354.0,0.0,2.0,java / 4029:7088
25-09 09:53:08,0.500,0.0,99.500,0.0,0.0,0.0,559415296.0,75345920.0,520900608.0,2987663360.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 4029:7088
25-09 09:53:09,0.500,0.500,99.0,0.0,0.0,0.0,559415296.0,75345920.0,520900608.0,2987663360.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 4029:7088
25-09 09:53:10,0.0,0.0,99.500,0.0,0.0,0.500,559415296.0,75345920.0,520900608.0,2987663360.0,0.0,0.0,327.0,1420.0,0.0,0.0,java / 4029:7088
25-09 09:53:11,0.0,0.500,99.500,0.0,0.0,0.0,559415296.0,75345920.0,520900608.0,2987663360.0,0.0,0.0,175.0,784.0,0.0,0.0,java / 4029:7088
25-09 09:53:12,0.503,0.0,99.497,0.0,0.0,0.0,559415296.0,75345920.0,520900608.0,2987663360.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4029:7088
25-09 09:53:13,0.500,0.0,98.500,1.0,0.0,0.0,559407104.0,75354112.0,520900608.0,2987663360.0,0.0,12288.0,285.0,1354.0,0.0,2.0,java / 4029:7088
25-09 09:53:14,0.0,0.995,99.005,0.0,0.0,0.0,559374336.0,75354112.0,520900608.0,2987696128.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 4029:7088
25-09 09:53:15,0.500,0.0,99.500,0.0,0.0,0.0,559374336.0,75354112.0,520900608.0,2987696128.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4029:7088
25-09 09:53:16,0.500,0.0,99.500,0.0,0.0,0.0,559374336.0,75354112.0,520900608.0,2987696128.0,0.0,0.0,219.0,1874.0,0.0,0.0,java / 4029:7088
25-09 09:53:17,0.0,0.0,100.0,0.0,0.0,0.0,559374336.0,75354112.0,520900608.0,2987696128.0,0.0,0.0,397.0,1196.0,0.0,0.0,java / 4029:7088
25-09 09:53:18,0.498,0.498,99.005,0.0,0.0,0.0,559374336.0,75354112.0,520900608.0,2987696128.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 4029:7088
25-09 09:53:19,0.503,0.0,98.995,0.503,0.0,0.0,559366144.0,75362304.0,520900608.0,2987696128.0,0.0,12288.0,285.0,1354.0,0.0,2.0,java / 4029:7088
25-09 09:53:20,0.0,1.0,98.0,1.0,0.0,0.0,559980544.0,75370496.0,520892416.0,2987081728.0,0.0,24576.0,564.0,890.0,0.0,3.0,java / 4029:7088
25-09 09:53:21,1.0,0.0,99.0,0.0,0.0,0.0,559874048.0,75370496.0,520900608.0,2987180032.0,0.0,0.0,175.0,1100.0,0.0,0.0,java / 4029:7088
25-09 09:53:22,0.0,0.0,100.0,0.0,0.0,0.0,559841280.0,75370496.0,520900608.0,2987212800.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 4029:7088
25-09 09:53:23,0.500,0.0,99.500,0.0,0.0,0.0,559841280.0,75370496.0,520900608.0,2987212800.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 4029:7088
25-09 09:53:24,0.503,0.0,99.497,0.0,0.0,0.0,559841280.0,75370496.0,520900608.0,2987212800.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4029:7088
25-09 09:53:25,0.498,0.498,99.005,0.0,0.0,0.0,559841280.0,75370496.0,520900608.0,2987212800.0,0.0,0.0,393.0,1522.0,0.0,0.0,java / 4029:7088
25-09 09:53:26,0.0,0.0,99.495,0.505,0.0,0.0,559833088.0,75378688.0,520900608.0,2987212800.0,0.0,16384.0,175.0,784.0,0.0,2.0,java / 4029:7088
25-09 09:53:27,0.500,0.0,99.500,0.0,0.0,0.0,559833088.0,75378688.0,520900608.0,2987212800.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 4029:7088
25-09 09:53:28,0.0,0.995,99.005,0.0,0.0,0.0,559833088.0,75378688.0,520900608.0,2987212800.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 4029:7088
25-09 09:53:29,0.0,0.0,100.0,0.0,0.0,0.0,559800320.0,75378688.0,520900608.0,2987245568.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4029:7088
25-09 09:53:30,1.0,0.0,99.0,0.0,0.0,0.0,559800320.0,75378688.0,520900608.0,2987245568.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4029:7088
25-09 09:53:31,0.0,0.0,100.0,0.0,0.0,0.0,559796224.0,75378688.0,520904704.0,2987245568.0,0.0,57344.0,351.0,1456.0,0.0,11.0,java / 0:8192
25-09 09:53:32,0.0,0.500,98.0,1.500,0.0,0.0,559788032.0,75386880.0,520904704.0,2987245568.0,0.0,20480.0,175.0,848.0,0.0,2.0,java / 0:4096
25-09 09:53:33,0.0,0.500,99.500,0.0,0.0,0.0,559788032.0,75386880.0,520904704.0,2987245568.0,0.0,0.0,175.0,848.0,0.0,0.0,java / 0:4096
25-09 09:53:34,0.500,0.0,99.500,0.0,0.0,0.0,559788032.0,75386880.0,520904704.0,2987245568.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:53:35,0.500,0.0,99.500,0.0,0.0,0.0,559984640.0,75386880.0,520904704.0,2987048960.0,0.0,0.0,175.0,832.0,0.0,0.0,java / 0:4096
25-09 09:53:36,0.500,0.0,99.500,0.0,0.0,0.0,559984640.0,75386880.0,520904704.0,2987048960.0,0.0,8192.0,175.0,808.0,0.0,1.0,java / 0:4096
25-09 09:53:37,0.0,0.505,98.990,0.505,0.0,0.0,559951872.0,75395072.0,520896512.0,2987081728.0,0.0,32768.0,351.0,1472.0,0.0,3.0,java / 0:4096
25-09 09:53:38,0.500,0.0,99.500,0.0,0.0,0.0,559943680.0,75395072.0,520904704.0,2987081728.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 09:53:39,0.500,0.0,99.500,0.0,0.0,0.0,559943680.0,75395072.0,520904704.0,2987081728.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:53:40,0.498,0.498,99.005,0.0,0.0,0.0,559943680.0,75395072.0,520904704.0,2987081728.0,0.0,0.0,429.0,1910.0,0.0,0.0,java / 0:4096
25-09 09:53:41,0.0,0.503,99.497,0.0,0.0,0.0,559943680.0,75395072.0,520904704.0,2987081728.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:4096
25-09 09:53:42,0.500,0.0,99.500,0.0,0.0,0.0,559943680.0,75395072.0,520904704.0,2987081728.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:53:43,0.503,0.0,98.492,1.005,0.0,0.0,559935488.0,75403264.0,520904704.0,2987081728.0,0.0,12288.0,285.0,1354.0,0.0,2.0,java / 0:4096
25-09 09:53:44,0.498,0.0,99.502,0.0,0.0,0.0,559935488.0,75403264.0,520904704.0,2987081728.0,0.0,0.0,241.0,926.0,0.0,0.0,java / 0:4096
25-09 09:53:45,0.0,0.503,99.497,0.0,0.0,0.0,559902720.0,75403264.0,520904704.0,2987114496.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 09:53:46,0.500,0.0,99.500,0.0,0.0,0.0,559902720.0,75403264.0,520904704.0,2987114496.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 0:4096
25-09 09:53:47,0.0,0.500,99.500,0.0,0.0,0.0,559902720.0,75403264.0,520904704.0,2987114496.0,0.0,0.0,175.0,874.0,0.0,0.0,java / 0:4096
25-09 09:53:48,0.503,0.0,99.497,0.0,0.0,0.0,559902720.0,75403264.0,520904704.0,2987114496.0,0.0,0.0,241.0,1548.0,0.0,0.0,java / 0:4096
25-09 09:53:49,0.0,0.500,99.0,0.500,0.0,0.0,559894528.0,75411456.0,520904704.0,2987114496.0,0.0,12288.0,285.0,1354.0,0.0,2.0,java / 0:4096
25-09 09:53:50,0.503,0.0,99.497,0.0,0.0,0.0,559894528.0,75411456.0,520904704.0,2987114496.0,0.0,0.0,241.0,926.0,0.0,0.0,java / 0:4096
25-09 09:53:51,0.0,0.0,100.0,0.0,0.0,0.0,559894528.0,75411456.0,520904704.0,2987114496.0,0.0,4096.0,175.0,808.0,0.0,1.0,java / 0:4096
