"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-7",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3_cidd_7.csv",,,,"Date:","25 Sep 2019 05:48:02 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
25-09 05:48:02,0.167,0.072,94.901,4.857,0.0,0.003,538963968.0,5492736.0,87404544.0,3511463936.0,8109.726,16819.772,0.0,0.0,0.082,0.406,java / 4870:6813
25-09 05:48:03,0.0,0.503,98.995,0.503,0.0,0.0,538935296.0,5492736.0,87580672.0,3511316480.0,0.0,0.0,505.0,2038.0,0.0,0.0,java / 4870:6813
25-09 05:48:04,0.500,0.0,99.500,0.0,0.0,0.0,539062272.0,5492736.0,87580672.0,3511189504.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 4870:6813
25-09 05:48:05,0.0,0.500,99.500,0.0,0.0,0.0,539062272.0,5492736.0,87580672.0,3511189504.0,0.0,0.0,351.0,1457.0,0.0,0.0,java / 4870:6813
25-09 05:48:06,0.0,0.0,100.0,0.0,0.0,0.0,539062272.0,5492736.0,87580672.0,3511189504.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 4870:6813
25-09 05:48:07,0.500,0.0,98.500,1.0,0.0,0.0,539021312.0,5500928.0,87580672.0,3511222272.0,0.0,143360.0,283.0,952.0,0.0,2.0,java / 4870:6813
25-09 05:48:08,0.0,0.500,99.500,0.0,0.0,0.0,539217920.0,5500928.0,87580672.0,3511025664.0,0.0,0.0,351.0,1473.0,0.0,0.0,java / 4870:6813
25-09 05:48:09,0.498,0.498,99.005,0.0,0.0,0.0,539217920.0,5500928.0,87580672.0,3511025664.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 4870:6813
25-09 05:48:10,0.503,0.0,99.497,0.0,0.0,0.0,539217920.0,5500928.0,87580672.0,3511025664.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 4870:6813
25-09 05:48:11,0.500,0.0,99.500,0.0,0.0,0.0,539217920.0,5500928.0,87580672.0,3511025664.0,0.0,131072.0,351.0,1457.0,0.0,25.0,java / 4870:6813
25-09 05:48:12,0.0,0.0,98.492,1.508,0.0,0.0,539209728.0,5509120.0,87580672.0,3511025664.0,0.0,12288.0,319.0,1396.0,0.0,2.0,java / 4870:6813
25-09 05:48:13,0.498,0.498,99.005,0.0,0.0,0.0,539176960.0,5509120.0,87580672.0,3511058432.0,0.0,0.0,241.0,926.0,0.0,0.0,java / 4870:6813
25-09 05:48:14,0.498,0.498,99.005,0.0,0.0,0.0,539176960.0,5509120.0,87580672.0,3511058432.0,0.0,0.0,351.0,1457.0,0.0,0.0,java / 4870:6813
25-09 05:48:15,0.0,0.0,100.0,0.0,0.0,0.0,539176960.0,5509120.0,87580672.0,3511058432.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 4870:6813
25-09 05:48:16,0.500,0.500,99.0,0.0,0.0,0.0,539176960.0,5509120.0,87580672.0,3511058432.0,0.0,0.0,319.0,1364.0,0.0,0.0,java / 4870:6813
25-09 05:48:17,0.500,0.0,98.500,1.0,0.0,0.0,539168768.0,5517312.0,87580672.0,3511058432.0,0.0,12288.0,351.0,1457.0,0.0,2.0,java / 4870:6813
25-09 05:48:18,0.500,0.0,99.500,0.0,0.0,0.0,539168768.0,5517312.0,87580672.0,3511058432.0,0.0,0.0,241.0,926.0,0.0,0.0,java / 4870:6813
25-09 05:48:19,0.500,0.500,99.0,0.0,0.0,0.0,539136000.0,5517312.0,87580672.0,3511091200.0,0.0,0.0,319.0,1364.0,0.0,0.0,java / 4870:6813
25-09 05:48:20,0.500,0.0,99.500,0.0,0.0,0.0,539136000.0,5517312.0,87580672.0,3511091200.0,0.0,0.0,351.0,1457.0,0.0,0.0,java / 4870:6813
25-09 05:48:21,0.0,0.0,100.0,0.0,0.0,0.0,539136000.0,5517312.0,87580672.0,3511091200.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 4870:6813
25-09 05:48:22,0.0,0.503,98.995,0.503,0.0,0.0,539123712.0,5529600.0,87580672.0,3511091200.0,0.0,49152.0,241.0,910.0,0.0,2.0,java / 4870:6813
25-09 05:48:23,0.503,0.0,99.497,0.0,0.0,0.0,539123712.0,5529600.0,87580672.0,3511091200.0,0.0,0.0,351.0,1473.0,0.0,0.0,java / 4870:6813
25-09 05:48:24,0.0,0.500,99.500,0.0,0.0,0.0,539123712.0,5529600.0,87580672.0,3511091200.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 4870:6813
25-09 05:48:25,0.500,0.0,99.500,0.0,0.0,0.0,539090944.0,5529600.0,87580672.0,3511123968.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 4870:6813
25-09 05:48:26,0.0,0.0,100.0,0.0,0.0,0.0,539090944.0,5529600.0,87580672.0,3511123968.0,0.0,0.0,351.0,1457.0,0.0,0.0,java / 4870:6813
25-09 05:48:27,0.500,0.0,98.0,1.500,0.0,0.0,539082752.0,5537792.0,87580672.0,3511123968.0,0.0,12288.0,241.0,910.0,0.0,2.0,java / 4870:6813
25-09 05:48:28,0.503,0.0,99.497,0.0,0.0,0.0,539082752.0,5537792.0,87580672.0,3511123968.0,0.0,0.0,241.0,926.0,0.0,0.0,java / 4870:6813
25-09 05:48:29,0.500,0.0,99.500,0.0,0.0,0.0,539078656.0,5537792.0,87584768.0,3511123968.0,0.0,0.0,351.0,1457.0,0.0,0.0,java / 4870:6813
25-09 05:48:30,0.0,0.500,99.500,0.0,0.0,0.0,539078656.0,5537792.0,87584768.0,3511123968.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 4870:6813
25-09 05:48:31,0.0,0.500,99.500,0.0,0.0,0.0,539045888.0,5537792.0,87584768.0,3511156736.0,0.0,28672.0,319.0,1364.0,0.0,4.0,java / 4870:6813
25-09 05:48:32,0.503,0.0,98.995,0.503,0.0,0.0,539037696.0,5545984.0,87584768.0,3511156736.0,0.0,12288.0,351.0,1473.0,0.0,2.0,java / 0:16384
25-09 05:48:33,0.500,0.0,99.500,0.0,0.0,0.0,539037696.0,5545984.0,87584768.0,3511156736.0,0.0,0.0,241.0,942.0,0.0,0.0,java / 0:16384
25-09 05:48:34,0.0,0.503,99.497,0.0,0.0,0.0,539037696.0,5545984.0,87584768.0,3511156736.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:16384
25-09 05:48:35,0.500,0.0,99.500,0.0,0.0,0.0,539037696.0,5545984.0,87584768.0,3511156736.0,0.0,0.0,471.0,1953.0,0.0,0.0,java / 0:16384
25-09 05:48:36,0.500,0.500,99.0,0.0,0.0,0.0,539037696.0,5545984.0,87584768.0,3511156736.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:16384
25-09 05:48:37,0.0,0.503,98.492,1.005,0.0,0.0,538996736.0,5554176.0,87584768.0,3511189504.0,0.0,36864.0,241.0,910.0,0.0,3.0,java / 0:16384
25-09 05:48:38,0.500,0.0,99.500,0.0,0.0,0.0,538996736.0,5554176.0,87584768.0,3511189504.0,0.0,0.0,351.0,1473.0,0.0,0.0,java / 0:16384
25-09 05:48:39,0.500,0.0,99.500,0.0,0.0,0.0,538996736.0,5554176.0,87584768.0,3511189504.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:16384
25-09 05:48:40,0.0,0.503,99.497,0.0,0.0,0.0,538996736.0,5554176.0,87584768.0,3511189504.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:16384
25-09 05:48:41,0.0,0.0,100.0,0.0,0.0,0.0,539123712.0,5554176.0,87584768.0,3511062528.0,0.0,0.0,351.0,1457.0,0.0,0.0,java / 0:16384
