"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-6",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t_cidd_6.csv",,,,"Date:","25 Sep 2019 09:52:48 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
25-09 09:52:48,0.130,0.072,96.162,3.633,0.0,0.003,607903744.0,75337728.0,339050496.0,3121033216.0,6828.059,18056.582,0.0,0.0,0.084,0.420,java / 4188:7793
25-09 09:52:49,0.500,0.0,99.500,0.0,0.0,0.0,607928320.0,75337728.0,339054592.0,3121004544.0,0.0,0.0,175.0,1564.0,0.0,0.0,java / 4188:7793
25-09 09:52:50,0.0,0.0,100.0,0.0,0.0,0.0,607928320.0,75337728.0,339054592.0,3121004544.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4188:7793
25-09 09:52:51,0.0,0.500,99.500,0.0,0.0,0.0,607928320.0,75337728.0,339054592.0,3121004544.0,0.0,0.0,285.0,1355.0,0.0,0.0,java / 4188:7793
25-09 09:52:52,0.498,0.498,99.005,0.0,0.0,0.0,607928320.0,75337728.0,339054592.0,3121004544.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4188:7793
25-09 09:52:53,0.500,0.0,99.500,0.0,0.0,0.0,607928320.0,75337728.0,339054592.0,3121004544.0,0.0,0.0,217.0,850.0,0.0,0.0,java / 4188:7793
25-09 09:52:54,0.500,0.0,98.500,1.0,0.0,0.0,607887360.0,75345920.0,339054592.0,3121037312.0,0.0,28672.0,351.0,1457.0,0.0,2.0,java / 4188:7793
25-09 09:52:55,0.500,0.0,99.500,0.0,0.0,0.0,607887360.0,75345920.0,339054592.0,3121037312.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 4188:7793
25-09 09:52:56,0.0,0.500,99.500,0.0,0.0,0.0,607887360.0,75345920.0,339054592.0,3121037312.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4188:7793
