"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-6",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t2_cidd_6.csv",,,,"Date:","26 Sep 2019 04:37:29 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
26-09 04:37:29,0.131,0.072,96.228,3.567,0.0,0.003,518840320.0,8200192.0,148475904.0,3467808768.0,7432.750,17992.108,0.0,0.0,0.087,0.419,java / 52:0
26-09 04:37:30,0.0,0.503,99.497,0.0,0.0,0.0,518537216.0,8200192.0,148557824.0,3468029952.0,1048576.0,0.0,173.0,1559.0,4.0,0.0,java / 1048576:0
26-09 04:37:31,0.995,0.0,98.507,0.498,0.0,0.0,518283264.0,8200192.0,148557824.0,3468283904.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:32,0.0,0.503,99.497,0.0,0.0,0.0,518537216.0,8200192.0,148557824.0,3468029952.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:37:33,0.500,0.0,98.500,1.0,0.0,0.0,518377472.0,8208384.0,148549632.0,3468189696.0,1048576.0,32768.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 04:37:34,1.508,0.503,97.990,0.0,0.0,0.0,518623232.0,8208384.0,148557824.0,3467935744.0,1048576.0,0.0,215.0,925.0,4.0,0.0,java / 1048576:0
26-09 04:37:35,1.005,0.0,98.995,0.0,0.0,0.0,518623232.0,8208384.0,148557824.0,3467935744.0,1048576.0,0.0,281.0,1372.0,4.0,0.0,java / 1048576:0
26-09 04:37:36,0.0,0.500,99.500,0.0,0.0,0.0,518623232.0,8208384.0,148557824.0,3467935744.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:37,0.503,0.0,99.497,0.0,0.0,0.0,518619136.0,8208384.0,148688896.0,3467808768.0,1179648.0,0.0,173.0,851.0,5.0,0.0,java / 1179648:0
26-09 04:37:38,0.498,0.498,98.507,0.498,0.0,0.0,518619136.0,8208384.0,148688896.0,3467808768.0,1048576.0,0.0,281.0,1397.0,4.0,0.0,java / 1048576:0
26-09 04:37:39,0.0,0.0,99.492,0.508,0.0,0.0,518610944.0,8216576.0,148688896.0,3467808768.0,1048576.0,12288.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 04:37:40,0.990,0.0,98.515,0.495,0.0,0.0,518610944.0,8216576.0,148688896.0,3467808768.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:37:41,1.010,0.0,98.990,0.0,0.0,0.0,518610944.0,8216576.0,148688896.0,3467808768.0,1048576.0,0.0,281.0,1397.0,4.0,0.0,java / 1048576:0
26-09 04:37:42,1.005,0.0,98.995,0.0,0.0,0.0,518578176.0,8216576.0,148688896.0,3467841536.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:43,0.0,0.500,99.500,0.0,0.0,0.0,518578176.0,8216576.0,148688896.0,3467841536.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:44,0.505,0.0,99.495,0.0,0.0,0.0,519221248.0,8216576.0,148426752.0,3467460608.0,786432.0,40960.0,281.0,1397.0,3.0,2.0,java / 786432:8192
26-09 04:37:45,0.503,0.0,98.492,1.005,0.0,0.0,519536640.0,8224768.0,148426752.0,3467137024.0,1048576.0,20480.0,173.0,867.0,4.0,2.0,java / 1048576:0
26-09 04:37:46,0.498,0.498,99.005,0.0,0.0,0.0,519409664.0,8224768.0,148426752.0,3467264000.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:37:47,0.500,1.0,98.500,0.0,0.0,0.0,519409664.0,8224768.0,148426752.0,3467264000.0,1048576.0,0.0,281.0,1397.0,4.0,0.0,java / 1048576:8192
26-09 04:37:48,1.500,0.0,98.500,0.0,0.0,0.0,519282688.0,8224768.0,148426752.0,3467390976.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:49,0.498,0.498,98.507,0.498,0.0,0.0,519282688.0,8224768.0,148426752.0,3467390976.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:50,1.0,0.0,98.0,0.500,0.0,0.500,519274496.0,8232960.0,148426752.0,3467390976.0,1048576.0,20480.0,281.0,1397.0,4.0,2.0,java / 1048576:4096
26-09 04:37:51,0.503,0.0,99.497,0.0,0.0,0.0,519368704.0,8232960.0,148426752.0,3467296768.0,1048576.0,0.0,173.0,867.0,4.0,0.0,java / 1048576:0
26-09 04:37:52,0.500,0.500,97.500,1.500,0.0,0.0,519806976.0,8241152.0,148418560.0,3466858496.0,1048576.0,24576.0,563.0,917.0,4.0,3.0,java / 1048576:0
26-09 04:37:53,0.995,0.498,98.507,0.0,0.0,0.0,519483392.0,8241152.0,148557824.0,3467042816.0,1179648.0,0.0,281.0,1681.0,5.0,0.0,java / 1179648:0
26-09 04:37:54,0.0,0.0,100.0,0.0,0.0,0.0,518844416.0,8241152.0,148561920.0,3467677696.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
