"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-1",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t2_cidd_1.csv",,,,"Date:","26 Sep 2019 04:37:08 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
26-09 04:37:08,0.133,0.073,96.232,3.559,0.0,0.003,505229312.0,8425472.0,147787776.0,3481882624.0,7856.609,18270.459,0.0,0.0,0.088,0.420,java / 45:0
26-09 04:37:09,1.005,0.0,98.995,0.0,0.0,0.0,505085952.0,8425472.0,147709952.0,3482103808.0,1048576.0,0.0,171.0,1558.0,4.0,0.0,java / 1048576:0
26-09 04:37:10,0.503,0.0,99.497,0.0,0.0,0.0,505417728.0,8425472.0,147759104.0,3481722880.0,1048576.0,0.0,279.0,1394.0,4.0,0.0,java / 1048576:0
26-09 04:37:11,0.0,0.505,99.495,0.0,0.0,0.0,505131008.0,8425472.0,147759104.0,3482009600.0,1048576.0,0.0,315.0,1430.0,4.0,0.0,java / 1048576:0
26-09 04:37:12,0.498,0.498,98.507,0.498,0.0,0.0,505126912.0,8425472.0,147890176.0,3481882624.0,1179648.0,0.0,171.0,850.0,5.0,0.0,java / 1179648:0
26-09 04:37:13,0.503,0.0,99.497,0.0,0.0,0.0,505126912.0,8425472.0,147890176.0,3481882624.0,1048576.0,0.0,321.0,1436.0,4.0,0.0,java / 1048576:0
26-09 04:37:14,0.503,0.0,98.492,1.005,0.0,0.0,505118720.0,8433664.0,147890176.0,3481882624.0,1048576.0,28672.0,171.0,850.0,4.0,2.0,java / 1048576:0
26-09 04:37:15,0.995,0.498,98.507,0.0,0.0,0.0,505118720.0,8433664.0,147890176.0,3481882624.0,1048576.0,0.0,237.0,960.0,4.0,0.0,java / 1048576:0
26-09 04:37:16,0.500,0.500,99.0,0.0,0.0,0.0,505118720.0,8433664.0,147890176.0,3481882624.0,1048576.0,0.0,281.0,1394.0,4.0,0.0,java / 1048576:0
26-09 04:37:17,0.505,0.0,99.495,0.0,0.0,0.0,505118720.0,8433664.0,147890176.0,3481882624.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:18,0.0,0.0,100.0,0.0,0.0,0.0,505085952.0,8433664.0,147890176.0,3481915392.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:19,0.995,0.0,99.005,0.0,0.0,0.0,505085952.0,8433664.0,147890176.0,3481915392.0,1048576.0,0.0,281.0,1395.0,4.0,0.0,java / 1048576:0
26-09 04:37:20,0.500,0.500,98.0,1.0,0.0,0.0,505077760.0,8441856.0,147890176.0,3481915392.0,1048576.0,12288.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 04:37:21,2.513,0.0,97.487,0.0,0.0,0.0,504946688.0,8441856.0,147894272.0,3482042368.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:37:22,0.503,0.0,99.497,0.0,0.0,0.0,505274368.0,8441856.0,147947520.0,3481661440.0,1048576.0,20480.0,281.0,1395.0,4.0,1.0,java / 1048576:16384
26-09 04:37:23,0.498,0.498,98.507,0.498,0.0,0.0,505020416.0,8441856.0,147947520.0,3481915392.0,1048576.0,0.0,173.0,867.0,4.0,0.0,java / 1048576:0
26-09 04:37:24,0.500,0.500,99.0,0.0,0.0,0.0,505151488.0,8441856.0,147816448.0,3481915392.0,917504.0,0.0,173.0,851.0,4.0,0.0,java / 917504:0
26-09 04:37:25,0.500,0.500,99.0,0.0,0.0,0.0,505204736.0,8441856.0,147763200.0,3481915392.0,1048576.0,0.0,281.0,1395.0,4.0,0.0,java / 1048576:4096
26-09 04:37:26,0.503,0.0,98.995,0.503,0.0,0.0,505200640.0,8450048.0,147759104.0,3481915392.0,1048576.0,16384.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 04:37:27,0.503,0.503,98.995,0.0,0.0,0.0,505167872.0,8450048.0,147759104.0,3481948160.0,1048576.0,73728.0,173.0,859.0,4.0,11.0,java / 1048576:0
26-09 04:37:28,0.0,0.500,99.0,0.500,0.0,0.0,505167872.0,8450048.0,147759104.0,3481948160.0,1048576.0,0.0,281.0,1403.0,4.0,0.0,java / 1048576:0
26-09 04:37:29,0.995,0.498,98.507,0.0,0.0,0.0,505167872.0,8450048.0,147759104.0,3481948160.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:30,0.0,0.503,99.497,0.0,0.0,0.0,505167872.0,8450048.0,147759104.0,3481948160.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:31,0.0,0.0,99.497,0.503,0.0,0.0,505364480.0,8450048.0,147759104.0,3481751552.0,1048576.0,0.0,281.0,1395.0,4.0,0.0,java / 1048576:0
26-09 04:37:32,1.0,0.0,98.0,1.0,0.0,0.0,505356288.0,8458240.0,147759104.0,3481751552.0,1048576.0,16384.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 04:37:33,0.0,0.0,100.0,0.0,0.0,0.0,505479168.0,8458240.0,147763200.0,3481624576.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:37:34,0.500,0.500,99.0,0.0,0.0,0.0,505479168.0,8458240.0,147763200.0,3481624576.0,1048576.0,0.0,281.0,1395.0,4.0,0.0,java / 1048576:0
26-09 04:37:35,0.503,0.0,99.497,0.0,0.0,0.0,505479168.0,8458240.0,147763200.0,3481624576.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:36,1.0,0.0,99.0,0.0,0.0,0.0,505446400.0,8458240.0,147763200.0,3481657344.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:37,1.0,0.0,99.0,0.0,0.0,0.0,505376768.0,8458240.0,147853312.0,3481636864.0,1048576.0,0.0,281.0,1395.0,4.0,0.0,java / 1048576:0
26-09 04:37:38,0.0,0.500,98.500,1.0,0.0,0.0,505368576.0,8466432.0,147804160.0,3481686016.0,1048576.0,12288.0,173.0,851.0,4.0,2.0,java / 1048576:0
26-09 04:37:39,0.0,0.0,100.0,0.0,0.0,0.0,505237504.0,8466432.0,147845120.0,3481776128.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:37:40,0.503,0.0,99.497,0.0,0.0,0.0,505237504.0,8466432.0,147845120.0,3481776128.0,1085440.0,0.0,281.0,1395.0,5.0,0.0,java / 1085440:0
26-09 04:37:41,0.500,0.500,99.0,0.0,0.0,0.0,505253888.0,8466432.0,147828736.0,3481776128.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
