"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-2",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t2_cidd_2.csv",,,,"Date:","26 Sep 2019 04:37:14 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
26-09 04:37:14,0.153,0.068,95.022,4.754,0.0,0.003,477548544.0,8667136.0,149168128.0,3507941376.0,8846.540,17369.136,0.0,0.0,0.088,0.413,java / 50:0
26-09 04:37:15,0.0,0.0,99.497,0.503,0.0,0.0,477372416.0,8667136.0,149344256.0,3507941376.0,1179648.0,0.0,173.0,1523.0,5.0,0.0,java / 1179648:0
26-09 04:37:16,1.0,0.500,98.500,0.0,0.0,0.0,477188096.0,8667136.0,149401600.0,3508068352.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:0
26-09 04:37:17,0.503,0.0,99.497,0.0,0.0,0.0,477442048.0,8667136.0,149401600.0,3507814400.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:18,0.500,0.0,99.500,0.0,0.0,0.0,477638656.0,8667136.0,149401600.0,3507617792.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:19,0.500,0.500,98.500,0.500,0.0,0.0,477638656.0,8667136.0,149401600.0,3507617792.0,1048576.0,0.0,323.0,1438.0,4.0,0.0,java / 1048576:0
26-09 04:37:20,0.498,0.498,98.010,0.995,0.0,0.0,477560832.0,8675328.0,149344256.0,3507744768.0,1048576.0,49152.0,239.0,945.0,4.0,3.0,java / 1048576:8192
26-09 04:37:21,0.0,0.0,100.0,0.0,0.0,0.0,477655040.0,8675328.0,149344256.0,3507650560.0,1048576.0,0.0,173.0,867.0,4.0,0.0,java / 1048576:4096
26-09 04:37:22,0.498,0.995,98.507,0.0,0.0,0.0,477655040.0,8675328.0,149344256.0,3507650560.0,1048576.0,0.0,281.0,1396.0,4.0,0.0,java / 1048576:8192
26-09 04:37:23,0.0,0.500,99.0,0.500,0.0,0.0,477782016.0,8675328.0,149344256.0,3507523584.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:24,0.500,0.500,99.0,0.0,0.0,0.0,477782016.0,8675328.0,149344256.0,3507523584.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:25,0.0,0.0,99.492,0.508,0.0,0.0,477773824.0,8683520.0,149344256.0,3507523584.0,1048576.0,90112.0,347.0,1490.0,4.0,12.0,java / 1048576:0
26-09 04:37:26,0.990,0.495,98.020,0.495,0.0,0.0,477773824.0,8683520.0,149344256.0,3507523584.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:37:27,0.0,0.0,100.0,0.0,0.0,0.0,477773824.0,8683520.0,149344256.0,3507523584.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:28,0.0,0.503,99.497,0.0,0.0,0.0,477782016.0,8683520.0,149082112.0,3507777536.0,786432.0,0.0,281.0,1396.0,3.0,0.0,java / 786432:0
26-09 04:37:29,0.0,0.503,99.497,0.0,0.0,0.0,477782016.0,8683520.0,149082112.0,3507777536.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:30,0.995,0.498,98.010,0.498,0.0,0.0,477741056.0,8691712.0,149082112.0,3507810304.0,1048576.0,16384.0,239.0,945.0,4.0,2.0,java / 1048576:0
26-09 04:37:31,0.503,0.503,97.990,1.005,0.0,0.0,478052352.0,8699904.0,149270528.0,3507302400.0,1179648.0,24576.0,671.0,1747.0,5.0,3.0,java / 1179648:0
26-09 04:37:32,0.500,0.500,99.0,0.0,0.0,0.0,478306304.0,8699904.0,149270528.0,3507048448.0,1048576.0,0.0,173.0,859.0,4.0,0.0,java / 1048576:0
26-09 04:37:33,0.500,0.0,99.500,0.0,0.0,0.0,478236672.0,8699904.0,149213184.0,3507175424.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:34,1.005,0.0,98.995,0.0,0.0,0.0,478236672.0,8699904.0,149213184.0,3507175424.0,1048576.0,0.0,281.0,1397.0,4.0,0.0,java / 1048576:0
26-09 04:37:35,0.503,0.503,98.995,0.0,0.0,0.0,478236672.0,8699904.0,149213184.0,3507175424.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:36,0.500,0.0,98.0,1.500,0.0,0.0,478236672.0,8708096.0,149204992.0,3507175424.0,1048576.0,20480.0,215.0,893.0,4.0,2.0,java / 1048576:0
26-09 04:37:37,0.503,0.0,99.497,0.0,0.0,0.0,478228480.0,8708096.0,149213184.0,3507175424.0,1048576.0,0.0,281.0,1405.0,4.0,0.0,java / 1048576:0
26-09 04:37:38,0.498,0.995,98.010,0.498,0.0,0.0,478195712.0,8708096.0,149213184.0,3507208192.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:39,0.0,0.503,99.497,0.0,0.0,0.0,478191616.0,8708096.0,149217280.0,3507208192.0,1048576.0,0.0,173.0,851.0,4.0,0.0,java / 1048576:0
26-09 04:37:40,1.0,0.0,99.0,0.0,0.0,0.0,478191616.0,8708096.0,149217280.0,3507208192.0,1048576.0,0.0,281.0,1397.0,4.0,0.0,java / 1048576:0
26-09 04:37:41,1.0,0.0,99.0,0.0,0.0,0.0,478191616.0,8708096.0,149217280.0,3507208192.0,1048576.0,0.0,317.0,1431.0,4.0,0.0,java / 1048576:0
