"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-1",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t_cidd_1.csv",,,,"Date:","25 Sep 2019 09:52:28 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
25-09 09:52:28,0.133,0.072,96.167,3.625,0.0,0.003,620937216.0,75743232.0,339582976.0,3107061760.0,7250.676,18318.605,0.0,0.0,0.085,0.420,java / 4453:7834
25-09 09:52:29,0.498,0.498,99.005,0.0,0.0,0.0,621084672.0,75743232.0,339587072.0,3106910208.0,0.0,0.0,175.0,1564.0,0.0,0.0,java / 4453:7834
25-09 09:52:30,0.500,0.0,99.500,0.0,0.0,0.0,621084672.0,75743232.0,339587072.0,3106910208.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 4453:7834
25-09 09:52:31,0.0,0.500,99.500,0.0,0.0,0.0,621084672.0,75743232.0,339587072.0,3106910208.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4453:7834
25-09 09:52:32,0.500,0.0,99.500,0.0,0.0,0.0,621084672.0,75743232.0,339587072.0,3106910208.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4453:7834
25-09 09:52:33,0.0,0.503,99.497,0.0,0.0,0.0,621211648.0,75743232.0,339587072.0,3106783232.0,0.0,0.0,327.0,1396.0,0.0,0.0,java / 4453:7834
25-09 09:52:34,0.0,0.0,99.0,1.0,0.0,0.0,621203456.0,75751424.0,339587072.0,3106783232.0,0.0,28672.0,241.0,910.0,0.0,2.0,java / 4453:7834
25-09 09:52:35,0.503,0.0,99.497,0.0,0.0,0.0,621203456.0,75751424.0,339587072.0,3106783232.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 4453:7834
25-09 09:52:36,0.0,0.500,99.500,0.0,0.0,0.0,621219840.0,75751424.0,339587072.0,3106766848.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 4453:7834
25-09 09:52:37,0.500,0.0,99.500,0.0,0.0,0.0,621187072.0,75751424.0,339587072.0,3106799616.0,0.0,0.0,319.0,1364.0,0.0,0.0,java / 4453:7834
25-09 09:52:38,0.503,0.0,99.497,0.0,0.0,0.0,621187072.0,75751424.0,339587072.0,3106799616.0,0.0,0.0,319.0,1364.0,0.0,0.0,java / 4453:7834
25-09 09:52:39,0.0,0.500,99.0,0.500,0.0,0.0,621178880.0,75759616.0,339587072.0,3106799616.0,0.0,12288.0,351.0,1456.0,0.0,2.0,java / 4453:7834
25-09 09:52:40,0.0,0.0,100.0,0.0,0.0,0.0,621178880.0,75759616.0,339587072.0,3106799616.0,0.0,0.0,241.0,926.0,0.0,0.0,java / 4453:7834
25-09 09:52:41,0.498,0.498,99.005,0.0,0.0,0.0,621178880.0,75759616.0,339587072.0,3106799616.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 4453:7834
25-09 09:52:42,0.503,0.0,99.497,0.0,0.0,0.0,621178880.0,75759616.0,339587072.0,3106799616.0,0.0,0.0,285.0,1354.0,0.0,0.0,java / 4453:7834
