"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-2",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3_cidd_2.csv",,,,"Date:","25 Sep 2019 05:47:45 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
25-09 05:47:45,0.146,0.067,94.922,4.862,0.0,0.003,540008448.0,5427200.0,87887872.0,3510001664.0,8046.519,16113.191,0.0,0.0,0.079,0.411,java / 5141:6436
25-09 05:47:46,0.503,0.0,98.995,0.503,0.0,0.0,540061696.0,5427200.0,88059904.0,3509776384.0,0.0,0.0,175.0,1564.0,0.0,0.0,java / 5141:6436
25-09 05:47:47,0.0,0.503,99.497,0.0,0.0,0.0,540028928.0,5427200.0,88059904.0,3509809152.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 5141:6436
25-09 05:47:48,0.0,0.498,99.502,0.0,0.0,0.0,540028928.0,5427200.0,88059904.0,3509809152.0,0.0,0.0,285.0,1355.0,0.0,0.0,java / 5141:6436
25-09 05:47:49,0.503,0.0,99.497,0.0,0.0,0.0,540028928.0,5427200.0,88059904.0,3509809152.0,0.0,0.0,217.0,874.0,0.0,0.0,java / 5141:6436
25-09 05:47:50,0.498,0.498,99.005,0.0,0.0,0.0,540028928.0,5427200.0,88059904.0,3509809152.0,0.0,0.0,175.0,784.0,0.0,0.0,java / 5141:6436
25-09 05:47:51,0.0,0.0,98.995,1.005,0.0,0.0,540020736.0,5435392.0,88059904.0,3509809152.0,0.0,335872.0,285.0,1355.0,0.0,32.0,java / 0:8192
25-09 05:47:52,0.500,0.0,99.500,0.0,0.0,0.0,540217344.0,5435392.0,88059904.0,3509612544.0,0.0,0.0,175.0,848.0,0.0,0.0,java / 0:4096
25-09 05:47:53,0.498,0.498,99.005,0.0,0.0,0.0,540217344.0,5435392.0,88059904.0,3509612544.0,0.0,0.0,175.0,832.0,0.0,0.0,java / 0:4096
25-09 05:47:54,0.503,0.0,99.497,0.0,0.0,0.0,540217344.0,5435392.0,88059904.0,3509612544.0,0.0,0.0,285.0,1355.0,0.0,0.0,java / 0:4096
25-09 05:47:55,0.0,0.0,100.0,0.0,0.0,0.0,540184576.0,5435392.0,88059904.0,3509645312.0,0.0,0.0,175.0,832.0,0.0,0.0,java / 0:4096
25-09 05:47:56,0.500,0.0,99.500,0.0,0.0,0.0,540184576.0,5435392.0,88059904.0,3509645312.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:47:57,0.0,0.500,98.0,1.500,0.0,0.0,540176384.0,5443584.0,88059904.0,3509645312.0,0.0,20480.0,285.0,1355.0,0.0,2.0,java / 0:4096
25-09 05:47:58,0.0,0.500,99.500,0.0,0.0,0.0,540176384.0,5443584.0,88059904.0,3509645312.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 05:47:59,0.0,0.0,99.500,0.0,0.0,0.500,540176384.0,5443584.0,88059904.0,3509645312.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:00,0.498,0.498,99.005,0.0,0.0,0.0,540176384.0,5443584.0,88059904.0,3509645312.0,0.0,0.0,285.0,1355.0,0.0,0.0,java / 0:4096
25-09 05:48:01,0.0,0.500,99.500,0.0,0.0,0.0,540176384.0,5443584.0,88059904.0,3509645312.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:02,0.503,0.0,99.497,0.0,0.0,0.0,540176384.0,5443584.0,88059904.0,3509645312.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:03,0.0,0.0,99.497,0.503,0.0,0.0,540168192.0,5451776.0,88059904.0,3509645312.0,0.0,12288.0,285.0,1355.0,0.0,2.0,java / 0:4096
25-09 05:48:04,0.503,0.0,99.497,0.0,0.0,0.0,540135424.0,5451776.0,88059904.0,3509678080.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 05:48:05,0.500,0.0,99.500,0.0,0.0,0.0,540135424.0,5451776.0,88059904.0,3509678080.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:06,0.0,0.500,99.500,0.0,0.0,0.0,540135424.0,5451776.0,88059904.0,3509678080.0,0.0,0.0,285.0,1355.0,0.0,0.0,java / 0:4096
25-09 05:48:07,0.498,0.498,99.005,0.0,0.0,0.0,540135424.0,5451776.0,88059904.0,3509678080.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:08,0.500,0.0,99.500,0.0,0.0,0.0,540135424.0,5451776.0,88059904.0,3509678080.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:4096
25-09 05:48:09,0.0,0.0,99.0,1.0,0.0,0.0,540127232.0,5459968.0,88059904.0,3509678080.0,0.0,12288.0,285.0,1355.0,0.0,2.0,java / 0:4096
25-09 05:48:10,0.503,0.0,99.497,0.0,0.0,0.0,540127232.0,5459968.0,88059904.0,3509678080.0,0.0,0.0,175.0,824.0,0.0,0.0,java / 0:4096
25-09 05:48:11,0.498,0.498,99.005,0.0,0.0,0.0,540127232.0,5459968.0,88059904.0,3509678080.0,0.0,0.0,241.0,910.0,0.0,0.0,java / 0:4096
25-09 05:48:12,0.0,0.500,99.500,0.0,0.0,0.0,540090368.0,5459968.0,88064000.0,3509710848.0,0.0,0.0,429.0,1911.0,0.0,0.0,java / 0:4096
25-09 05:48:13,1.0,0.0,99.0,0.0,0.0,0.0,540090368.0,5459968.0,88064000.0,3509710848.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
25-09 05:48:14,0.498,0.498,99.005,0.0,0.0,0.0,540090368.0,5459968.0,88064000.0,3509710848.0,0.0,0.0,175.0,808.0,0.0,0.0,java / 0:4096
