"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-10",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output rf3t2_cidd_10.csv",,,,"Date:","26 Sep 2019 04:37:55 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
"time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","read","writ","recv","send","read","writ","block i/o process"
26-09 04:37:56,0.157,0.077,96.207,3.557,0.0,0.003,508030976.0,7430144.0,149864448.0,3477999616.0,8820.133,18534.954,0.0,0.0,0.097,0.418,java / 60:0
26-09 04:37:57,1.015,0.0,98.985,0.0,0.0,0.0,507588608.0,7430144.0,150056960.0,3478249472.0,1048576.0,0.0,317.0,1768.0,4.0,0.0,java / 1048576:0
26-09 04:37:58,0.503,0.0,99.497,0.0,0.0,0.0,507592704.0,7430144.0,149987328.0,3478315008.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 04:37:59,0.498,0.498,98.507,0.498,0.0,0.0,507797504.0,7430144.0,149950464.0,3478147072.0,1048576.0,0.0,281.0,1399.0,4.0,0.0,java / 1048576:0
26-09 04:38:00,0.0,0.503,99.497,0.0,0.0,0.0,507772928.0,7430144.0,150102016.0,3478020096.0,1179648.0,0.0,173.0,852.0,5.0,0.0,java / 1179648:0
26-09 04:38:01,0.503,0.503,98.492,0.503,0.0,0.0,507793408.0,7430144.0,150081536.0,3478020096.0,1048576.0,0.0,215.0,894.0,4.0,0.0,java / 1048576:0
26-09 04:38:02,0.500,0.500,98.0,1.0,0.0,0.0,507752448.0,7438336.0,150081536.0,3478052864.0,1048576.0,28672.0,347.0,1493.0,4.0,2.0,java / 1048576:0
26-09 04:38:03,1.0,0.0,99.0,0.0,0.0,0.0,507752448.0,7438336.0,150081536.0,3478052864.0,1048576.0,0.0,173.0,860.0,4.0,0.0,java / 1048576:0
26-09 04:38:04,0.498,0.498,98.507,0.498,0.0,0.0,507752448.0,7438336.0,150081536.0,3478052864.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 04:38:05,1.0,0.0,99.0,0.0,0.0,0.0,507752448.0,7438336.0,150081536.0,3478052864.0,1048576.0,0.0,281.0,1399.0,4.0,0.0,java / 1048576:0
26-09 04:38:06,0.0,0.503,99.497,0.0,0.0,0.0,507752448.0,7438336.0,150081536.0,3478052864.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 04:38:07,1.485,0.495,97.525,0.495,0.0,0.0,507744256.0,7446528.0,150081536.0,3478052864.0,1048576.0,12288.0,239.0,946.0,4.0,2.0,java / 1048576:0
26-09 04:38:08,0.500,0.500,99.0,0.0,0.0,0.0,507744256.0,7446528.0,150081536.0,3478052864.0,1048576.0,0.0,174.0,1049.0,4.0,0.0,java / 1048576:0
26-09 04:38:09,0.500,0.500,98.0,1.0,0.0,0.0,507744256.0,7446528.0,150081536.0,3478052864.0,1048576.0,0.0,173.0,424.0,4.0,0.0,java / 1048576:0
26-09 04:38:10,0.0,0.503,99.497,0.0,0.0,0.0,507559936.0,7446528.0,150138880.0,3478179840.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 04:38:11,0.990,0.495,98.020,0.495,0.0,0.0,507576320.0,7446528.0,150175744.0,3478126592.0,1048576.0,0.0,281.0,1827.0,4.0,0.0,java / 1048576:0
