,0.613046358,,,,,,1786597783,,,,,25503.54305,,113078.3812
system,total cpu usage,,,,,,memory usage,,,,net/total,,dsk/total,
date/time,usr,sys,idl,wai,hiq,siq,used,buff,cach,free,recv,send,read,writ
2019/10/17 0:38,0.257,0.232,99.409,0.099,0,0.003,1737400320,91787264,3341328384,3219406848,0,0,1542.913,35475.568
2019/10/17 0:38,0.501,0.251,99.248,0,0,0,1737539584,91787264,3341332480,3219263488,2263,1622,0,0
2019/10/17 0:38,0.251,0.251,99.499,0,0,0,1737539584,91787264,3341332480,3219263488,5533,4089,0,0
2019/10/17 0:38,0.503,0.251,98.995,0,0,0.251,1737285632,91787264,3341332480,3219517440,6726,3296,0,40960
2019/10/17 0:38,0.75,0.5,98.25,0.5,0,0,1737424896,91787264,3341336576,3219374080,3971,2233,0,98304
2019/10/17 0:38,1,0.25,98.75,0,0,0,1737412608,91787264,3341340672,3219382272,7047,8073,0,0
2019/10/17 0:38,0.503,0.503,98.995,0,0,0,1737523200,91787264,3341340672,3219271680,3319,1566,0,0
2019/10/17 0:38,0.501,0,99.499,0,0,0,1737650176,91787264,3341340672,3219144704,4230,4429,0,0
2019/10/17 0:38,0.25,0.5,99.25,0,0,0,1737650176,91787264,3341340672,3219144704,3942,3415,0,0
2019/10/17 0:38,0.501,0.251,99.248,0,0,0,1737633792,91787264,3341340672,3219161088,3129,1745,0,0
2019/10/17 0:38,0.251,0.251,98.995,0.503,0,0,1737601024,91787264,3341340672,3219193856,3328,1944,0,65536
2019/10/17 0:38,0.251,0.251,99.497,0,0,0,1737592832,91787264,3341340672,3219202048,3674,1868,0,0
2019/10/17 0:38,0.5,0.25,99.25,0,0,0,1737592832,91787264,3341340672,3219202048,4728,2909,0,16384
2019/10/17 0:38,0.754,0,99.246,0,0,0,1737732096,91787264,3341344768,3219058688,3930,1850,0,0
2019/10/17 0:38,0.251,0.501,99.248,0,0,0,1737711616,91787264,3341348864,3219075072,4288,2279,0,0
