,0.568218543,,,,,,1799185388,,,,,26345.01325,,115573.247
system,total cpu usage,,,,,,memory usage,,,,net/total,,dsk/total,
date/time,usr,sys,idl,wai,hiq,siq,used,buff,cach,free,recv,send,read,writ
2019/10/16 23:34,0.255,0.231,99.412,0.098,0,0.003,1754091520,91774976,3334295552,3209760768,0,0,1549.812,35368.296
2019/10/16 23:34,3.509,1.003,95.489,0,0,0,1766637568,91774976,3334316032,3197194240,15358,118331,0,106496
2019/10/16 23:34,0.75,0.25,99,0,0,0,1766674432,91774976,3334320128,3197153280,2033,1108,0,0
2019/10/16 23:34,0.251,0.251,99.499,0,0,0,1766674432,91774976,3334320128,3197153280,5240,4164,0,0
2019/10/16 23:34,0.503,0.251,99.246,0,0,0,1766670336,91774976,3334324224,3197153280,7886,3920,0,40960
2019/10/16 23:34,0.501,0.251,97.995,1.003,0,0.251,1769037824,91774976,3334324224,3194785792,4701,3277,0,11034624
2019/10/16 23:34,0.501,0.251,99.248,0,0,0,1769172992,91774976,3334332416,3194642432,6516,8046,0,0
2019/10/16 23:35,0.754,0.503,98.744,0,0,0,1769328640,91774976,3334336512,3194482688,4561,2438,0,24576
2019/10/16 23:35,0.75,0.25,99,0,0,0,1769463808,91774976,3334336512,3194347520,4222,4299,0,0
2019/10/16 23:35,0.501,0.251,99.248,0,0,0,1769463808,91774976,3334336512,3194347520,3391,3308,0,0
2019/10/16 23:35,0.251,0.251,98.997,0.501,0,0,1769320448,91774976,3334336512,3194490880,3733,2028,0,491520
2019/10/16 23:35,0.501,0.251,99.248,0,0,0,1769144320,91774976,3334336512,3194667008,3386,2091,0,0
2019/10/16 23:35,0.252,0,99.748,0,0,0,1769144320,91774976,3334336512,3194667008,4787,2964,0,16384
2019/10/16 23:35,0.501,0.251,99.248,0,0,0,1769140224,91774976,3334340608,3194667008,5065,2092,0,0
2019/10/16 23:35,0.501,0.251,99.248,0,0,0,1769127936,91774976,3334344704,3194675200,5544,5654,0,0
