,0.602887417,,,,,,1786111580,,,,,25548.94702,,116116.1652
system,total cpu usage,,,,,,memory usage,,,,net/total,,dsk/total,
date/time,usr,sys,idl,wai,hiq,siq,used,buff,cach,free,recv,send,read,writ
2019/10/17 0:10,0.256,0.231,99.411,0.098,0,0.003,1742237696,91783168,3338752000,3217149952,0,0,1545.938,35428.949
2019/10/17 0:10,0.25,0.25,99.5,0,0,0,1742249984,91783168,3338756096,3217133568,1452,1331,0,0
2019/10/17 0:10,0.503,0,99.497,0,0,0,1737932800,91783168,3338756096,3221450752,5136,4150,0,0
2019/10/17 0:10,0.5,0.25,98.5,0.75,0,0,1737932800,91783168,3338756096,3221450752,5712,2443,0,425984
2019/10/17 0:10,0.754,0.251,98.995,0,0,0,1737945088,91783168,3338760192,3221434368,5048,2867,0,16384
2019/10/17 0:10,0.501,0.501,98.997,0,0,0,1738059776,91783168,3338764288,3221315584,7004,6800,0,0
2019/10/17 0:10,0.251,0,99.749,0,0,0,1738059776,91783168,3338764288,3221315584,4407,3398,0,0
2019/10/17 0:10,0.5,0.25,99.25,0,0,0,1738059776,91783168,3338764288,3221315584,2586,1633,0,0
2019/10/17 0:10,0.501,0.251,98.747,0.501,0,0,1738059776,91783168,3338764288,3221315584,4498,5885,0,40960
2019/10/17 0:10,0,0,100,0,0,0,1738059776,91783168,3338764288,3221315584,4217,1978,0,0
2019/10/17 0:10,1.25,0.5,98.25,0,0,0,1738006528,91783168,3338768384,3221364736,2784,1834,0,0
2019/10/17 0:10,0.251,0.251,99.248,0,0,0.251,1738006528,91783168,3338768384,3221364736,3130,1745,0,0
2019/10/17 0:10,0.252,0,99.748,0,0,0,1737998336,91783168,3338768384,3221372928,4533,2070,0,0
2019/10/17 0:10,0.501,0.251,99.248,0,0,0,1737998336,91783168,3338768384,3221372928,3568,2572,0,16384
2019/10/17 0:10,0.501,0.251,98.747,0.501,0,0,1737969664,91783168,3338772480,3221397504,3341,1911,0,90112
