,0.598139073,,,,,,1788588710,,,,,25434.09272,,110583.8478
system,total cpu usage,,,,,,memory usage,,,,net/total,,dsk/total,
date/time,usr,sys,idl,wai,hiq,siq,used,buff,cach,free,recv,send,read,writ
2019/10/17 1:56,0.259,0.232,99.406,0.099,0,0.003,1738182656,91791360,3351351296,3208597504,0,0,1534.558,35633.023
2019/10/17 1:56,0.75,0.5,98.75,0,0,0,1737945088,91791360,3351351296,3208835072,7472,4237,0,65536
2019/10/17 1:56,0.252,0,99.748,0,0,0,1738207232,91791360,3351359488,3208564736,3183,1537,0,0
2019/10/17 1:56,1.25,0.5,98.25,0,0,0,1738330112,91791360,3351363584,3208437760,6461,7849,0,0
2019/10/17 1:56,0.251,0.251,99.499,0,0,0,1738330112,91791360,3351363584,3208437760,3864,1850,0,0
2019/10/17 1:56,0.501,0.251,99.248,0,0,0,1738330112,91791360,3351363584,3208437760,4229,4320,0,0
2019/10/17 1:56,0,0.251,98.995,0.754,0,0,1738321920,91791360,3351363584,3208445952,3398,3307,0,131072
2019/10/17 1:56,0.5,0.25,99.25,0,0,0,1738321920,91791360,3351363584,3208445952,3674,1869,0,0
2019/10/17 1:56,0.501,0.251,99.248,0,0,0,1738338304,91791360,3351363584,3208429568,3327,1943,0,0
2019/10/17 1:56,0.5,0.5,99,0,0,0,1738825728,91791360,3351367680,3207938048,3130,1745,0,0
2019/10/17 1:56,0.503,0.251,99.246,0,0,0,1738825728,91791360,3351367680,3207938048,5205,3017,0,16384
2019/10/17 1:56,0.503,0.251,98.995,0.251,0,0,1738825728,91791360,3351367680,3207938048,3889,1850,0,49152
2019/10/17 1:56,0.251,0.251,99.497,0,0,0,1738809344,91791360,3351367680,3207954432,3744,2082,0,0
2019/10/17 1:57,0.501,0.251,99.248,0,0,0,1738805248,91791360,3351371776,3207954432,6213,6941,0,0
2019/10/17 1:57,0.251,0.251,99.499,0,0,0,1738788864,91791360,3351371776,3207970816,3147,1765,0,0
