,0.741963788,,,,,,,63117.1922,1798079388,,,,106912.4875,17907.71031
system,total cpu usage,,,,,,dsk/total,,memory usage,,,,net/total,
date/time,usr,sys,idl,wai,hiq,siq,read,writ,used,buff,cach,free,recv,send
2019/10/10 2:26,33.584,4.261,62.155,0,0,0,0,0,1665064960,90800128,2422063104,4211994624,2221,1401
2019/10/10 2:26,33.835,3.008,63.158,0,0,0,0,65536,1737928704,90800128,2422063104,4139130880,11218,545265
2019/10/10 2:26,17.128,1.008,81.864,0,0,0,0,131072,1743634432,90800128,2422079488,4133408768,14254,118129
2019/10/10 2:26,0.501,0.251,99.248,0,0,0,0,0,1743634432,90800128,2422079488,4133408768,2618,2791
2019/10/10 2:26,0.25,0.5,98.75,0.5,0,0,0,385024,1743634432,90800128,2422079488,4133408768,5420,2503
2019/10/10 2:26,0.251,0,99.749,0,0,0,0,0,1742999552,90800128,2422079488,4134043648,2322,2694
2019/10/10 2:26,0.501,0.501,98.997,0,0,0,0,49152,1743011840,90800128,2422083584,4134027264,7685,4100
2019/10/10 2:26,0.75,0.25,99,0,0,0,0,0,1743003648,90800128,2422091776,4134027264,4849,2509
2019/10/10 2:26,0.501,0.251,99.248,0,0,0,0,0,1743011840,90800128,2422091776,4134019072,9164,15556
2019/10/10 2:26,0.5,0.25,99.25,0,0,0,0,0,1742843904,90800128,2422108160,4134170624,3666,1743
2019/10/10 2:26,0.251,0,99.248,0.501,0,0,0,32768,1742843904,90800128,2422108160,4134170624,4518,1960
2019/10/10 2:26,0.501,0.251,99.248,0,0,0,0,16384,1742819328,90800128,2422108160,4134195200,5622,14041
2019/10/10 2:26,0.5,0.25,99.25,0,0,0,0,0,1742786560,90800128,2422108160,4134227968,3627,8963
2019/10/10 2:26,0.251,0.251,99.497,0,0,0,0,0,1742659584,90800128,2422108160,4134354944,4518,1961
2019/10/10 2:26,0.252,0,99.748,0,0,0,0,0,1742659584,90800128,2422108160,4134354944,6554,21653
2019/10/10 2:26,0.251,0.251,99.499,0,0,0,0,0,1742659584,90800128,2422108160,4134354944,4797,13278
2019/10/10 2:26,0.5,0.5,98.5,0.5,0,0,0,65536,1742659584,90800128,2422108160,4134354944,9190,38284
2019/10/10 2:26,0.503,0,99.497,0,0,0,0,16384,1742516224,90800128,2422108160,4134498304,4596,2813
2019/10/10 2:26,0.5,0.5,99,0,0,0,0,0,1742516224,90800128,2422108160,4134498304,6342,2710
2019/10/10 2:26,0.251,0.251,99.248,0,0,0.251,0,0,1742503936,90800128,2422120448,4134498304,6070,2550
2019/10/10 2:27,0.501,0,99.499,0,0,0,0,0,1742487552,90800128,2422120448,4134514688,2810,2407
2019/10/10 2:27,0.501,0.251,99.248,0,0,0,0,393216,1742487552,90800128,2422120448,4134514688,5075,2377
2019/10/10 2:27,0.251,0.251,96.985,2.513,0,0,0,40960,1742483456,90800128,2422124544,4134514688,5800,2942
2019/10/10 2:27,0.5,0.25,99.25,0,0,0,0,0,1742606336,90800128,2422128640,4134387712,2966,2153
2019/10/10 2:27,0.251,0.251,99.497,0,0,0,0,0,1742606336,90800128,2422128640,4134387712,3279,1962
2019/10/10 2:27,0.5,0.5,99,0,0,0,0,0,1742606336,90800128,2422128640,4134387712,4368,1981
2019/10/10 2:27,0.251,0.501,99.248,0,0,0,0,0,1742606336,90800128,2422128640,4134387712,3318,2050
2019/10/10 2:27,0.5,0.25,99,0.25,0,0,0,40960,1742598144,90800128,2422128640,4134395904,3279,1746
2019/10/10 2:27,0.251,0.251,99.499,0,0,0,0,0,1742598144,90800128,2422128640,4134395904,4368,1977
2019/10/10 2:27,0.501,0.251,99.248,0,0,0,0,0,1742594048,90800128,2422132736,4134395904,2790,1786
2019/10/10 2:27,0.501,0.251,99.248,0,0,0,0,0,1742594048,90800128,2422132736,4134395904,7719,4004
2019/10/10 2:27,0.252,0,99.748,0,0,0,0,10665984,1742585856,90800128,2422140928,4134395904,5820,2857
2019/10/10 2:27,0.251,0.251,99.499,0,0,0,0,0,1742581760,90800128,2422145024,4134395904,2821,2120
2019/10/10 2:27,0.501,0.251,97.744,1.504,0,0,0,188416,1742581760,90800128,2422145024,4134395904,3133,1982
2019/10/10 2:27,0,0.503,99.497,0,0,0,0,0,1742581760,90800128,2422145024,4134395904,4222,1997
2019/10/10 2:27,0.501,0.251,99.248,0,0,0,0,8192,1742581760,90800128,2422145024,4134395904,3535,2302
2019/10/10 2:27,0.501,0.501,98.997,0,0,0,0,155648,1742581760,90800128,2422145024,4134395904,4013,2537
