"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","testttt-mse-master-0.novalocal",,,,"User:","cloud-user"
"Cmdline:","dstat --time --cpu --disk --mem --net --output cidds_7_2.csv 1 200",,,,"Date:","11 Oct 2019 01:43:47 EDT"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
"date/time","usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free","recv","send"
11-10 01:43:47,0.286,0.239,99.354,0.117,0.000,0.004,3838.286,70454.964,1567399936.0,91275264.0,2949062656.0,3782184960.0,0.0,0.0
11-10 01:43:48,0.500,0.750,98.750,0.0,0.0,0.0,0.0,0.0,1567961088.0,91275264.0,2949066752.0,3781619712.0,1516.0,1440.0
11-10 01:43:49,40.750,4.500,54.750,0.0,0.0,0.0,0.0,0.0,1666166784.0,91275264.0,2954252288.0,3678228480.0,2663.0,1400.0
11-10 01:43:50,26.382,2.261,71.106,0.0,0.0,0.251,0.0,147456.0,1726971904.0,91275264.0,2954252288.0,3617423360.0,16066.0,513234.0
11-10 01:43:51,12.531,1.253,86.216,0.0,0.0,0.0,0.0,24576.0,1731514368.0,91275264.0,2954272768.0,3612860416.0,9105.0,114164.0
11-10 01:43:52,0.251,0.0,99.749,0.0,0.0,0.0,0.0,24576.0,1731514368.0,91275264.0,2954272768.0,3612860416.0,2539.0,1043.0
11-10 01:43:53,0.501,0.251,98.997,0.251,0.0,0.0,0.0,352256.0,1731387392.0,91275264.0,2954272768.0,3612987392.0,6327.0,4651.0
11-10 01:43:54,0.251,0.251,99.497,0.0,0.0,0.0,0.0,24576.0,1731387392.0,91275264.0,2954272768.0,3612987392.0,3657.0,2026.0
11-10 01:43:55,0.750,0.250,99.0,0.0,0.0,0.0,0.0,16384.0,1731391488.0,91275264.0,2954276864.0,3612979200.0,6506.0,3150.0
11-10 01:43:56,1.005,0.251,98.744,0.0,0.0,0.0,0.0,0.0,1731506176.0,91275264.0,2954280960.0,3612860416.0,5140.0,4219.0
11-10 01:43:57,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1731502080.0,91275264.0,2954285056.0,3612860416.0,4725.0,6111.0
11-10 01:43:58,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1731502080.0,91275264.0,2954285056.0,3612860416.0,3748.0,1851.0
11-10 01:43:59,0.251,0.251,98.997,0.501,0.0,0.0,0.0,32768.0,1731493888.0,91275264.0,2954285056.0,3612868608.0,5118.0,8064.0
11-10 01:44:00,1.003,0.251,98.747,0.0,0.0,0.0,0.0,24576.0,1731526656.0,91275264.0,2954285056.0,3612835840.0,6304.0,14733.0
11-10 01:44:01,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1731510272.0,91275264.0,2954285056.0,3612852224.0,3946.0,2068.0
11-10 01:44:02,0.500,0.250,99.250,0.0,0.0,0.0,0.0,90112.0,1731493888.0,91275264.0,2954285056.0,3612868608.0,3749.0,1984.0
11-10 01:44:03,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1731493888.0,91275264.0,2954285056.0,3612868608.0,2661.0,1653.0
11-10 01:44:04,0.251,0.251,99.497,0.0,0.0,0.0,0.0,16384.0,1731493888.0,91275264.0,2954285056.0,3612868608.0,5763.0,3130.0
11-10 01:44:05,0.752,0.501,98.246,0.501,0.0,0.0,0.0,81920.0,1731473408.0,91275264.0,2954289152.0,3612884992.0,5267.0,2284.0
11-10 01:44:06,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1731473408.0,91275264.0,2954289152.0,3612884992.0,6675.0,5946.0
11-10 01:44:07,0.499,0.499,99.002,0.0,0.0,0.0,0.0,417792.0,1731469312.0,91275264.0,2954293248.0,3612884992.0,4805.0,3819.0
11-10 01:44:08,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1731469312.0,91275264.0,2954293248.0,3612884992.0,4102.0,2018.0
11-10 01:44:09,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1731461120.0,91275264.0,2954301440.0,3612884992.0,2586.0,2011.0
11-10 01:44:10,0.250,0.500,94.500,4.750,0.0,0.0,0.0,57344.0,1731444736.0,91275264.0,2954301440.0,3612901376.0,3673.0,2022.0
11-10 01:44:11,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1731444736.0,91275264.0,2954301440.0,3612901376.0,3674.0,2390.0
11-10 01:44:12,0.251,0.0,99.749,0.0,0.0,0.0,0.0,8192.0,1731444736.0,91275264.0,2954301440.0,3612901376.0,2628.0,1679.0
11-10 01:44:13,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1731444736.0,91275264.0,2954301440.0,3612901376.0,3673.0,1870.0
11-10 01:44:14,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1731444736.0,91275264.0,2954301440.0,3612901376.0,3674.0,1852.0
11-10 01:44:15,0.251,0.0,99.749,0.0,0.0,0.0,0.0,8192.0,1731444736.0,91275264.0,2954301440.0,3612901376.0,3545.0,2314.0
11-10 01:44:16,0.501,0.251,93.734,5.514,0.0,0.0,0.0,40960.0,1731444736.0,91275264.0,2954301440.0,3612901376.0,3859.0,2086.0
11-10 01:44:17,0.0,0.251,99.749,0.0,0.0,0.0,0.0,0.0,1731440640.0,91275264.0,2954305536.0,3612901376.0,3806.0,1934.0
11-10 01:44:18,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1731440640.0,91275264.0,2954305536.0,3612901376.0,2586.0,1637.0
11-10 01:44:19,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1731440640.0,91275264.0,2954305536.0,3612901376.0,3727.0,2004.0
11-10 01:44:20,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1731440640.0,91275264.0,2954305536.0,3612901376.0,3675.0,1852.0
11-10 01:44:21,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1731440640.0,91275264.0,2954305536.0,3612901376.0,2589.0,1637.0
11-10 01:44:22,0.503,0.251,98.995,0.251,0.0,0.0,0.0,10452992.0,1731567616.0,91275264.0,2954305536.0,3612774400.0,3730.0,2004.0
11-10 01:44:23,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1731567616.0,91275264.0,2954305536.0,3612774400.0,3677.0,1868.0
11-10 01:44:24,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1731567616.0,91275264.0,2954305536.0,3612774400.0,3402.0,2251.0
11-10 01:44:25,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1731567616.0,91275264.0,2954305536.0,3612774400.0,3862.0,2070.0
11-10 01:44:26,0.251,0.251,99.497,0.0,0.0,0.0,0.0,8192.0,1731563520.0,91275264.0,2954309632.0,3612774400.0,4727.0,3259.0
11-10 01:44:27,0.754,0.251,97.236,1.759,0.0,0.0,0.0,442368.0,1731551232.0,91275264.0,2954321920.0,3612774400.0,24856.0,13589.0
11-10 01:44:28,8.500,1.500,89.750,0.250,0.0,0.0,0.0,172032.0,1759072256.0,91275264.0,2954326016.0,3585249280.0,25212.0,618055.0
11-10 01:44:29,0.501,0.251,98.997,0.0,0.0,0.251,0.0,0.0,1759166464.0,91275264.0,2954342400.0,3585138688.0,6399.0,12108.0
11-10 01:44:30,0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,1759330304.0,91275264.0,2954346496.0,3584970752.0,1490.0,809.0
11-10 01:44:31,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1759330304.0,91275264.0,2954346496.0,3584970752.0,5783.0,4277.0
11-10 01:44:32,0.503,0.251,98.241,1.005,0.0,0.0,0.0,278528.0,1761427456.0,91275264.0,2954346496.0,3582873600.0,8028.0,4319.0
11-10 01:44:33,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1761439744.0,91275264.0,2954350592.0,3582857216.0,4131.0,3061.0
11-10 01:44:34,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1761443840.0,91275264.0,2954362880.0,3582840832.0,9709.0,14224.0
11-10 01:44:35,0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1761443840.0,91275264.0,2954362880.0,3582840832.0,4156.0,1853.0
11-10 01:44:36,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1761443840.0,91275264.0,2954362880.0,3582840832.0,2655.0,1636.0
11-10 01:44:37,0.754,0.251,98.492,0.503,0.0,0.0,0.0,65536.0,1761443840.0,91275264.0,2954362880.0,3582840832.0,5111.0,8067.0
11-10 01:44:38,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1761443840.0,91275264.0,2954362880.0,3582840832.0,6547.0,14361.0
11-10 01:44:39,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1761394688.0,91275264.0,2954362880.0,3582889984.0,2853.0,1834.0
11-10 01:44:40,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1761361920.0,91275264.0,2954362880.0,3582922752.0,3742.0,1854.0
11-10 01:44:41,0.503,0.0,99.497,0.0,0.0,0.0,0.0,16384.0,1761234944.0,91275264.0,2954362880.0,3583049728.0,5503.0,3006.0
11-10 01:44:42,0.251,0.251,99.497,0.0,0.0,0.0,0.0,163840.0,1761230848.0,91275264.0,2954366976.0,3583049728.0,2893.0,1820.0
11-10 01:44:43,0.501,0.251,98.997,0.251,0.0,0.0,0.0,49152.0,1761210368.0,91275264.0,2954371072.0,3583066112.0,5750.0,2975.0
11-10 01:44:44,0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,1761189888.0,91275264.0,2954375168.0,3583082496.0,5137.0,2426.0
11-10 01:44:45,0.251,0.501,99.248,0.0,0.0,0.0,0.0,16384.0,1761206272.0,91275264.0,2954375168.0,3583066112.0,4098.0,3354.0
11-10 01:44:46,0.752,0.251,98.747,0.251,0.0,0.0,0.0,221184.0,1761067008.0,91275264.0,2954387456.0,3583193088.0,25767.0,13716.0
11-10 01:44:47,0.252,0.252,99.496,0.0,0.0,0.0,0.0,8192.0,1761067008.0,91275264.0,2954387456.0,3583193088.0,4245.0,2110.0
11-10 01:44:48,5.013,1.003,93.484,0.251,0.0,0.251,0.0,237568.0,1786880000.0,91275264.0,2954407936.0,3557359616.0,28345.0,629801.0
11-10 01:44:49,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1787019264.0,91275264.0,2954412032.0,3557216256.0,3158.0,2856.0
11-10 01:44:50,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1786875904.0,91275264.0,2954412032.0,3557359616.0,4120.0,2326.0
