"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","testttt-mse-master-0.novalocal",,,,"User:","cloud-user"
"Cmdline:","dstat --time --cpu --disk --mem --net --output cidds_3_1.csv 1 200",,,,"Date:","11 Oct 2019 00:42:16 EDT"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
"date/time","usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free","recv","send"
11-10 00:42:16,0.283,0.239,99.358,0.117,0.000,0.004,3879.702,70642.574,1564520448.0,91262976.0,2943799296.0,3790340096.0,0.0,0.0
11-10 00:42:17,10.804,2.764,86.181,0.251,0.0,0.0,0.0,163840.0,1605312512.0,91262976.0,2949046272.0,3744301056.0,3255.0,1758.0
11-10 00:42:18,41.457,3.769,54.774,0.0,0.0,0.0,0.0,0.0,1707253760.0,91262976.0,2948988928.0,3642417152.0,2066.0,1422.0
11-10 00:42:19,27.250,1.750,70.500,0.250,0.0,0.250,0.0,172032.0,1728323584.0,91262976.0,2948988928.0,3621347328.0,17294.0,614881.0
11-10 00:42:20,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1728475136.0,91262976.0,2949009408.0,3621175296.0,7364.0,12663.0
11-10 00:42:21,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1728507904.0,91262976.0,2949009408.0,3621142528.0,1996.0,918.0
11-10 00:42:22,0.501,0.251,99.248,0.0,0.0,0.0,0.0,8192.0,1724952576.0,91262976.0,2949009408.0,3624697856.0,4658.0,4045.0
11-10 00:42:23,0.750,0.500,98.500,0.250,0.0,0.0,0.0,319488.0,1724825600.0,91262976.0,2949009408.0,3624824832.0,6684.0,3805.0
11-10 00:42:24,0.503,0.251,99.246,0.0,0.0,0.0,0.0,8192.0,1724850176.0,91262976.0,2949009408.0,3624800256.0,5015.0,2147.0
11-10 00:42:25,1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,1724841984.0,91262976.0,2949009408.0,3624808448.0,5501.0,6480.0
11-10 00:42:26,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1725087744.0,91262976.0,2949017600.0,3624554496.0,4529.0,3398.0
11-10 00:42:27,0.251,0.251,99.499,0.0,0.0,0.0,0.0,8192.0,1725087744.0,91262976.0,2949017600.0,3624554496.0,3205.0,1741.0
11-10 00:42:28,0.750,0.250,99.0,0.0,0.0,0.0,0.0,0.0,1725087744.0,91262976.0,2949017600.0,3624554496.0,4896.0,10443.0
11-10 00:42:29,0.252,0.252,99.244,0.252,0.0,0.0,0.0,49152.0,1725087744.0,91262976.0,2949017600.0,3624554496.0,6254.0,11900.0
11-10 00:42:30,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1725071360.0,91262976.0,2949017600.0,3624570880.0,3403.0,1958.0
11-10 00:42:31,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1725067264.0,91262976.0,2949021696.0,3624570880.0,2703.0,1679.0
11-10 00:42:32,0.251,0.251,99.497,0.0,0.0,0.0,0.0,8192.0,1725067264.0,91262976.0,2949021696.0,3624570880.0,4292.0,1962.0
11-10 00:42:33,0.503,0.0,99.497,0.0,0.0,0.0,0.0,16384.0,1725067264.0,91262976.0,2949021696.0,3624570880.0,5156.0,2904.0
11-10 00:42:34,0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,1725181952.0,91262976.0,2949025792.0,3624452096.0,4734.0,2598.0
11-10 00:42:35,1.005,0.251,98.241,0.503,0.0,0.0,0.0,65536.0,1725177856.0,91262976.0,2949029888.0,3624452096.0,6540.0,2853.0
11-10 00:42:36,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1725300736.0,91262976.0,2949033984.0,3624325120.0,3576.0,1888.0
11-10 00:42:37,0.500,0.250,99.250,0.0,0.0,0.0,0.0,32768.0,1725300736.0,91262976.0,2949033984.0,3624325120.0,3014.0,1787.0
11-10 00:42:38,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1725292544.0,91262976.0,2949042176.0,3624325120.0,4217.0,2352.0
11-10 00:42:39,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1725292544.0,91262976.0,2949042176.0,3624325120.0,3130.0,1804.0
11-10 00:42:40,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1725292544.0,91262976.0,2949042176.0,3624325120.0,2586.0,2181.0
11-10 00:42:41,0.251,0.251,99.246,0.251,0.0,0.0,0.0,49152.0,1725276160.0,91262976.0,2949042176.0,3624341504.0,4217.0,2064.0
11-10 00:42:42,0.501,0.251,99.248,0.0,0.0,0.0,0.0,16384.0,1725276160.0,91262976.0,2949042176.0,3624341504.0,3130.0,1760.0
11-10 00:42:43,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1725276160.0,91262976.0,2949042176.0,3624341504.0,2586.0,1653.0
11-10 00:42:44,0.251,0.501,99.248,0.0,0.0,0.0,0.0,8192.0,1725280256.0,91262976.0,2949042176.0,3624337408.0,5308.0,2747.0
11-10 00:42:45,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1725280256.0,91262976.0,2949042176.0,3624337408.0,3184.0,1868.0
11-10 00:42:46,0.500,0.500,98.500,0.500,0.0,0.0,0.0,40960.0,1725280256.0,91262976.0,2949042176.0,3624337408.0,2586.0,1637.0
11-10 00:42:47,0.252,0.0,99.748,0.0,0.0,0.0,0.0,434176.0,1725149184.0,91262976.0,2949046272.0,3624464384.0,4217.0,1978.0
11-10 00:42:48,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1725276160.0,91262976.0,2949046272.0,3624337408.0,3184.0,1910.0
11-10 00:42:49,0.501,0.501,98.997,0.0,0.0,0.0,0.0,0.0,1725276160.0,91262976.0,2949046272.0,3624337408.0,2587.0,1637.0
11-10 00:42:50,0.501,0.0,99.499,0.0,0.0,0.0,0.0,0.0,1725276160.0,91262976.0,2949046272.0,3624337408.0,4220.0,1962.0
11-10 00:42:51,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1725276160.0,91262976.0,2949046272.0,3624337408.0,3187.0,1894.0
11-10 00:42:52,0.251,0.251,98.997,0.501,0.0,0.0,0.0,10502144.0,1725276160.0,91262976.0,2949046272.0,3624337408.0,2589.0,1637.0
11-10 00:42:53,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1725276160.0,91262976.0,2949046272.0,3624337408.0,5034.0,2592.0
11-10 00:42:54,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1725341696.0,91262976.0,2949046272.0,3624271872.0,3319.0,1960.0
11-10 00:42:55,0.752,0.501,98.747,0.0,0.0,0.0,0.0,196608.0,1725341696.0,91262976.0,2949046272.0,3624271872.0,22478.0,13495.0
11-10 00:42:56,0.503,0.0,99.497,0.0,0.0,0.0,0.0,40960.0,1725206528.0,91262976.0,2949054464.0,3624398848.0,8165.0,3439.0
11-10 00:42:57,8.500,1.500,89.0,0.750,0.0,0.250,0.0,344064.0,1752395776.0,91262976.0,2949058560.0,3597205504.0,28075.0,627439.0
11-10 00:42:58,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1752436736.0,91262976.0,2949079040.0,3597144064.0,1490.0,2267.0
11-10 00:42:59,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1752436736.0,91262976.0,2949079040.0,3597144064.0,6037.0,3014.0
11-10 00:43:00,0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,1752309760.0,91262976.0,2949079040.0,3597271040.0,4016.0,3622.0
11-10 00:43:01,0.252,0.252,99.496,0.0,0.0,0.0,0.0,40960.0,1754406912.0,91262976.0,2949079040.0,3595173888.0,6110.0,3361.0
11-10 00:43:02,0.504,0.252,98.741,0.504,0.0,0.0,0.0,73728.0,1754419200.0,91262976.0,2949083136.0,3595157504.0,6223.0,4252.0
11-10 00:43:03,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1754423296.0,91262976.0,2949095424.0,3595141120.0,8716.0,13594.0
11-10 00:43:04,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1754546176.0,91262976.0,2949099520.0,3595014144.0,2892.0,1637.0
11-10 00:43:05,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1754546176.0,91262976.0,2949099520.0,3595014144.0,5655.0,8174.0
11-10 00:43:06,0.748,0.249,99.002,0.0,0.0,0.0,0.0,0.0,1754546176.0,91262976.0,2949099520.0,3595014144.0,5937.0,10659.0
11-10 00:43:07,0.252,0.252,98.992,0.504,0.0,0.0,0.0,114688.0,1754259456.0,91262976.0,2949099520.0,3595300864.0,2919.0,5456.0
11-10 00:43:08,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1754243072.0,91262976.0,2949099520.0,3595317248.0,4286.0,1934.0
11-10 00:43:09,0.503,0.0,99.497,0.0,0.0,0.0,0.0,16384.0,1754116096.0,91262976.0,2949099520.0,3595444224.0,4885.0,2898.0
11-10 00:43:10,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1754116096.0,91262976.0,2949099520.0,3595444224.0,2848.0,1803.0
11-10 00:43:11,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1754112000.0,91262976.0,2949103616.0,3595444224.0,7136.0,2774.0
