"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","testttt-mse-master-0.novalocal",,,,"User:","cloud-user"
"Cmdline:","dstat --time --cpu --disk --mem --net --output cidds_6_2.csv 1 200",,,,"Date:","11 Oct 2019 01:10:23 EDT"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",
"date/time","usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free","recv","send"
11-10 01:10:23,0.284,0.239,99.356,0.117,0.000,0.004,3860.659,70547.755,1564823552.0,91267072.0,2945667072.0,3788165120.0,0.0,0.0
11-10 01:10:24,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1564708864.0,91267072.0,2945671168.0,3788275712.0,1414.0,1331.0
11-10 01:10:25,38.945,5.276,55.779,0.0,0.0,0.0,0.0,0.0,1651625984.0,91267072.0,2950823936.0,3696205824.0,2221.0,1401.0
11-10 01:10:26,30.075,3.008,66.917,0.0,0.0,0.0,0.0,98304.0,1720942592.0,91267072.0,2950856704.0,3626856448.0,13558.0,511213.0
11-10 01:10:27,13.602,0.756,85.390,0.0,0.0,0.252,0.0,73728.0,1725378560.0,91267072.0,2950873088.0,3622404096.0,10761.0,115794.0
11-10 01:10:28,0.750,0.250,98.250,0.750,0.0,0.0,0.0,409600.0,1725505536.0,91267072.0,2950873088.0,3622277120.0,1995.0,935.0
11-10 01:10:29,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1725505536.0,91267072.0,2950873088.0,3622277120.0,6871.0,4782.0
11-10 01:10:30,0.756,0.252,98.992,0.0,0.0,0.0,0.0,32768.0,1723117568.0,91267072.0,2950881280.0,3624656896.0,4025.0,2096.0
11-10 01:10:31,0.503,0.251,99.246,0.0,0.0,0.0,0.0,8192.0,1723129856.0,91267072.0,2950885376.0,3624640512.0,5597.0,2933.0
11-10 01:10:32,0.750,0.500,98.750,0.0,0.0,0.0,0.0,16384.0,1723248640.0,91267072.0,2950893568.0,3624513536.0,8362.0,9280.0
11-10 01:10:33,0.251,0.0,99.246,0.503,0.0,0.0,0.0,98304.0,1723248640.0,91267072.0,2950893568.0,3624513536.0,2898.0,1649.0
11-10 01:10:34,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1723248640.0,91267072.0,2950893568.0,3624513536.0,3204.0,1759.0
11-10 01:10:35,0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,1723248640.0,91267072.0,2950893568.0,3624513536.0,4293.0,1960.0
11-10 01:10:36,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1723232256.0,91267072.0,2950893568.0,3624529920.0,2661.0,1636.0
11-10 01:10:37,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1723215872.0,91267072.0,2950893568.0,3624546304.0,5871.0,10749.0
11-10 01:10:38,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1723072512.0,91267072.0,2950893568.0,3624689664.0,5931.0,11795.0
11-10 01:10:39,0.250,0.500,98.750,0.500,0.0,0.0,0.0,49152.0,1723072512.0,91267072.0,2950893568.0,3624689664.0,2661.0,1636.0
11-10 01:10:40,0.251,0.501,99.248,0.0,0.0,0.0,0.0,0.0,1723056128.0,91267072.0,2950893568.0,3624706048.0,3204.0,1762.0
11-10 01:10:41,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1722912768.0,91267072.0,2950893568.0,3624849408.0,4293.0,1961.0
11-10 01:10:42,0.251,0.251,99.497,0.0,0.0,0.0,0.0,16384.0,1722912768.0,91267072.0,2950893568.0,3624849408.0,3057.0,1877.0
11-10 01:10:43,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1722912768.0,91267072.0,2950893568.0,3624849408.0,3204.0,1719.0
11-10 01:10:44,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1722912768.0,91267072.0,2950893568.0,3624849408.0,4347.0,2111.0
11-10 01:10:45,0.503,0.251,98.995,0.251,0.0,0.0,0.0,32768.0,1722785792.0,91267072.0,2950893568.0,3624976384.0,2715.0,1786.0
11-10 01:10:46,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1722785792.0,91267072.0,2950893568.0,3624976384.0,3204.0,1762.0
11-10 01:10:47,0.501,0.251,99.248,0.0,0.0,0.0,0.0,32768.0,1722785792.0,91267072.0,2950893568.0,3624976384.0,4521.0,2763.0
11-10 01:10:48,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1722785792.0,91267072.0,2950893568.0,3624976384.0,2979.0,1934.0
11-10 01:10:49,0.251,0.501,99.248,0.0,0.0,0.0,0.0,16384.0,1722785792.0,91267072.0,2950893568.0,3624976384.0,5351.0,3050.0
11-10 01:10:50,0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,1722781696.0,91267072.0,2950897664.0,3624976384.0,8470.0,4752.0
11-10 01:10:51,0.252,0.252,99.244,0.252,0.0,0.0,0.0,32768.0,1722777600.0,91267072.0,2950901760.0,3624976384.0,2898.0,2252.0
11-10 01:10:52,0.500,0.250,99.250,0.0,0.0,0.0,0.0,393216.0,1722773504.0,91267072.0,2950905856.0,3624976384.0,3780.0,2216.0
11-10 01:10:53,0.251,0.0,99.749,0.0,0.0,0.0,0.0,0.0,1722769408.0,91267072.0,2950909952.0,3624976384.0,4218.0,1989.0
11-10 01:10:54,0.252,0.252,99.496,0.0,0.0,0.0,0.0,0.0,1722769408.0,91267072.0,2950909952.0,3624976384.0,2586.0,1636.0
11-10 01:10:55,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1722769408.0,91267072.0,2950909952.0,3624976384.0,3129.0,1746.0
11-10 01:10:56,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1722769408.0,91267072.0,2950909952.0,3624976384.0,4219.0,1961.0
11-10 01:10:57,0.251,0.503,98.995,0.251,0.0,0.0,0.0,10502144.0,1722896384.0,91267072.0,2950909952.0,3624849408.0,2589.0,1636.0
11-10 01:10:58,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1722896384.0,91267072.0,2950909952.0,3624849408.0,3132.0,1762.0
11-10 01:10:59,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1722896384.0,91267072.0,2950909952.0,3624849408.0,4353.0,2069.0
11-10 01:11:00,0.503,0.251,99.246,0.0,0.0,0.0,0.0,8192.0,1723056128.0,91267072.0,2950909952.0,3624689664.0,4361.0,2885.0
11-10 01:11:01,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1723064320.0,91267072.0,2950909952.0,3624681472.0,3186.0,1912.0
11-10 01:11:02,0.500,0.500,98.0,1.0,0.0,0.0,0.0,270336.0,1723064320.0,91267072.0,2950909952.0,3624681472.0,4221.0,1961.0
11-10 01:11:03,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1723064320.0,91267072.0,2950909952.0,3624681472.0,2589.0,1652.0
11-10 01:11:04,0.500,0.500,99.0,0.0,0.0,0.0,0.0,0.0,1723064320.0,91267072.0,2950909952.0,3624681472.0,3186.0,1896.0
11-10 01:11:05,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1723064320.0,91267072.0,2950909952.0,3624681472.0,4222.0,1961.0
11-10 01:11:06,0.252,0.0,99.748,0.0,0.0,0.0,0.0,0.0,1723064320.0,91267072.0,2950909952.0,3624681472.0,2590.0,1636.0
11-10 01:11:07,0.500,0.250,98.750,0.500,0.0,0.0,0.0,49152.0,1723064320.0,91267072.0,2950909952.0,3624681472.0,3187.0,1896.0
11-10 01:11:08,0.251,0.251,99.497,0.0,0.0,0.0,0.0,0.0,1723064320.0,91267072.0,2950909952.0,3624681472.0,4222.0,1977.0
11-10 01:11:09,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1723064320.0,91267072.0,2950909952.0,3624681472.0,2590.0,1636.0
11-10 01:11:10,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1722920960.0,91267072.0,2950909952.0,3624824832.0,3451.0,2572.0
11-10 01:11:11,0.503,0.251,99.246,0.0,0.0,0.0,0.0,16384.0,1722920960.0,91267072.0,2950909952.0,3624824832.0,8479.0,3990.0
11-10 01:11:12,0.754,0.251,98.744,0.251,0.0,0.0,0.0,229376.0,1722908672.0,91267072.0,2950922240.0,3624824832.0,22710.0,13449.0
11-10 01:11:13,6.784,0.754,91.709,0.503,0.0,0.251,0.0,180224.0,1743859712.0,91267072.0,2950926336.0,3603869696.0,18131.0,513260.0
11-10 01:11:14,3.500,0.750,95.750,0.0,0.0,0.0,0.0,57344.0,1752252416.0,91267072.0,2950946816.0,3595456512.0,12234.0,115410.0
11-10 01:11:15,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1752252416.0,91267072.0,2950946816.0,3595456512.0,1490.0,825.0
11-10 01:11:16,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1752252416.0,91267072.0,2950946816.0,3595456512.0,5820.0,4551.0
11-10 01:11:17,0.251,0.251,99.497,0.0,0.0,0.0,0.0,73728.0,1752125440.0,91267072.0,2950946816.0,3595583488.0,5697.0,3224.0
11-10 01:11:18,0.752,0.251,98.747,0.251,0.0,0.0,0.0,65536.0,1752154112.0,91267072.0,2950950912.0,3595550720.0,6432.0,3819.0
11-10 01:11:19,0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,1752145920.0,91267072.0,2950959104.0,3595550720.0,9165.0,13622.0
11-10 01:11:20,0.501,0.251,99.248,0.0,0.0,0.0,0.0,0.0,1752145920.0,91267072.0,2950959104.0,3595550720.0,4700.0,1961.0
11-10 01:11:21,0.251,0.251,99.499,0.0,0.0,0.0,0.0,0.0,1752145920.0,91267072.0,2950959104.0,3595550720.0,2655.0,1636.0
11-10 01:11:22,0.251,0.251,99.497,0.0,0.0,0.0,0.0,8192.0,1752145920.0,91267072.0,2950959104.0,3595550720.0,4567.0,7959.0
11-10 01:11:23,0.501,0.0,98.747,0.752,0.0,0.0,0.0,40960.0,1752145920.0,91267072.0,2950959104.0,3595550720.0,7139.0,14523.0
11-10 01:11:24,0.500,0.250,99.250,0.0,0.0,0.0,0.0,0.0,1752096768.0,91267072.0,2950959104.0,3595599872.0,2853.0,1850.0
11-10 01:11:25,0.752,0.251,98.997,0.0,0.0,0.0,0.0,16384.0,1752096768.0,91267072.0,2950959104.0,3595599872.0,5338.0,3007.0
11-10 01:11:26,0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,1752072192.0,91267072.0,2950967296.0,3595616256.0,5667.0,2168.0
11-10 01:11:27,0.252,0.252,99.496,0.0,0.0,0.0,0.0,311296.0,1752068096.0,91267072.0,2950971392.0,3595616256.0,3186.0,2127.0
11-10 01:11:28,0.503,0.0,99.497,0.0,0.0,0.0,0.0,0.0,1752027136.0,91267072.0,2950979584.0,3595649024.0,3942.0,2532.0
11-10 01:11:29,0.500,0.500,98.500,0.500,0.0,0.0,0.0,106496.0,1754120192.0,91267072.0,2950983680.0,3593551872.0,4832.0,2380.0
11-10 01:11:30,0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,1754099712.0,91267072.0,2950987776.0,3593568256.0,2633.0,1822.0
11-10 01:11:31,1.005,0.251,98.744,0.0,0.0,0.0,0.0,237568.0,1754095616.0,91267072.0,2950991872.0,3593568256.0,27347.0,15486.0
